Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad
2020-03-01,56.2,35.99,42.83,66.13,43.21
2020-03-02,53.75,43.6,99.34,65.34,48.6
2020-03-03,70.78,42.16,86.26,77.06,49.59
2020-03-04,55.66,33.29,82.9,89.44,46.51
2020-03-05,57.89,26.69,31.43,83.4,57.23
2020-03-06,41.84,24.95,21.32,46.58,33.87
2020-03-07,44.33,30.94,40.96,33.25,38.58
2020-03-08,38.66,21.85,72.1,61.96,33.94
2020-03-09,38.88,25.93,58.04,45.29,32.84
2020-03-10,41.48,27.37,84.35,95.33,25.67
2020-03-11,39.57,16.69,55.19,65.48,29.93
2020-03-12,34.62,24.94,56.92,62.4,31.53
2020-03-13,34.77,35.65,68.72,44.03,27.51
2020-03-14,29.97,39.29,39.41,40.6,33.45
2020-03-15,33.96,38.48,60.99,44.07,32.03
2020-03-16,26.15,33.26,61.61,51.06,27.86
2020-03-17,24.15,41.56,69.7,75.48,25.08
2020-03-18,29.66,39.41,68.93,74.41,26.32
2020-03-19,38.15,44.73,90.62,108.53,43.39
2020-03-20,43.31,32.68,90.31,115.54,33.71
2020-03-21,40.62,29.1,82.39,80.01,39.85
2020-03-22,30.16,39.42,78.61,60.47,38
2020-03-23,40.28,31.91,54.26,72.86,37.97
2020-03-24,50.85,24.22,55.85,100.15,28.75
2020-03-25,25.25,22.43,37.87,88.32,28.47
2020-03-26,27.77,31.57,45.69,45.41,29
2020-03-27,27.47,27.6,26.89,45.85,34.09
2020-03-28,24.89,34.81,21.23,35.31,36.17
2020-03-29,28.45,26.79,27.59,33.5,42.07
2020-03-30,32.46,29.31,35.08,39.91,34.79
2020-03-31,22.01,31.56,35.31,46.17,42.42
2020-04-01,22.54,32.94,32.88,66.67,47.96
2020-04-02,27.12,31.17,28.51,49.02,48.05
2020-04-03,34.12,24.81,31.36,36.76,38.13
2020-04-04,31.93,20.77,40.79,37.82,37.34
2020-04-05,30.26,21.59,51.79,54.39,30.18
2020-04-06,22.68,14.27,59.91,46.26,27.87
2020-04-07,15.14,11.9,33.12,41.85,19.76
2020-04-08,18.39,14.77,29.7,46.3,19.94
2020-04-09,23.32,14.71,36.13,43.45,29.36
2020-04-10,30.06,41.02,57.67,53.91,18.95
2020-04-11,26.99,15.66,53.03,65.52,23.99
2020-04-12,22.38,14.86,38.57,62.39,33.4
2020-04-13,25.61,17.95,60.6,55.36,35.21
2020-04-14,30.24,17.87,58.22,80.7,38.07
2020-04-15,33.62,14.64,58.31,65.8,33.99
2020-04-16,25.27,20.3,69.8,84.4,37.13
2020-04-17,40,8.43,26.93,79.72,38.44
2020-04-18,34.03,8.94,29.09,64.07,35.67
2020-04-19,24.22,8.1,35.49,59.38,30.21
2020-04-20,19.42,9.71,52.86,49.13,26.47
2020-04-21,17.04,10.67,37.17,43.27,22.83
2020-04-22,19.95,12.65,58.25,52.6,25.12
2020-04-23,26.1,8.06,54.71,68.37,27.57
2020-04-24,26.25,8.08,65.91,64.63,28.99
2020-04-25,25.98,10.46,33.09,62.85,31.76
2020-04-26,21.32,10.76,40.24,45.35,29.9
2020-04-27,19.25,10.46,27.18,29.19,23.51
2020-04-28,20.74,6.55,41.75,41.72,23.36
2020-04-29,13.68,11.11,55.18,44.77,16.03
2020-04-30,20.3,10.39,49.96,49.27,21.12
2020-05-01,24.81,14.13,61.04,45.79,22.69
2020-05-02,18.36,13.08,34.67,37.81,24.62
2020-05-03,22.35,11.67,32.56,39.83,33.03
2020-05-04,26.1,7.03,26.63,42.14,28.18
2020-05-05,29.23,19.68,56.24,35.49,31.36
2020-05-06,23.02,10.11,58.44,32.63,25.18
2020-05-07,26.87,11.23,36.02,39.25,26.84
2020-05-08,17.61,11.72,51.09,50.91,27.46
2020-05-09,21.05,9.99,54.18,56.14,29.56
2020-05-10,24.29,9.64,44.3,63.31,28.15
2020-05-11,20.58,8.36,43.26,59.8,38.65
2020-05-12,15.43,8.82,43.19,58.92,32.09
2020-05-13,14.56,15.57,68.8,59.92,24.1
2020-05-14,24.81,8.72,56.17,55.4,25.06
2020-05-15,17.34,20.25,47.44,77.19,24.12
2020-05-16,23.44,28.71,81.87,52.42,27.65
2020-05-17,21.25,10.99,98.63,64.24,32.47
2020-05-18,16.82,18.49,101.02,68.13,31.05
2020-05-19,23.81,28.06,106.63,59.78,42.41
2020-05-20,17.9,30.39,67.8,101.41,36.62
2020-05-21,19.53,27.01,55.92,60.52,31.59
2020-05-22,18.13,23.02,94.37,81.15,39.91
2020-05-23,19.52,21.24,74.92,57.56,44.09
2020-05-24,18.62,22.78,55.37,71.25,41.03
2020-05-25,21.06,25.2,61.46,67.24,33.07
2020-05-26,22.25,27.82,55.38,71.23,32.51
2020-05-27,19.81,20,43.22,107.05,28.66
2020-05-28,28.46,31.03,39.07,38.92,26.7
2020-05-29,23.16,38.3,24.62,46.61,21.07
2020-05-30,15.87,33.99,23.09,46.72,18.56
2020-05-31,23.32,18.85,21.51,37.56,25.17
2020-06-01,9.16,36.15,41.05,47.72,30
2020-06-02,8.95,18.83,45.9,48.38,16.47
2020-06-03,9.69,20.61,50.62,65.45,11.74
2020-06-04,10.91,18.5,68.24,61.74,13.93
2020-06-05,22.88,18.53,42.43,51.38,19.57
2020-06-06,18.18,40.73,35.14,31.01,23.02
2020-06-07,17.6,20.52,39.99,29.99,19.49
2020-06-08,20.16,23.04,46.9,53.23,20.2
2020-06-09,21.7,22.43,64.77,79.9,17.96
2020-06-10,25.44,30.42,58.9,91.02,20.26
2020-06-11,16.53,26.37,54.69,79.09,19.96
2020-06-12,16.84,104.45,64,71.59,17.19
2020-06-13,16.79,20.76,52.36,51.8,9.87
2020-06-14,16.66,20.17,71.08,41.87,9.8
2020-06-15,19.57,19.34,48.69,46.39,13.53
2020-06-16,17.07,24.1,39.87,31.6,10.31
2020-06-17,18.29,32.37,34.35,39.69,10.31
2020-06-18,28.32,23.89,36.84,35.98,14.04
2020-06-19,21.55,29.8,57.6,35.25,20.19
2020-06-20,18.32,89.92,35.96,36.49,22.5
2020-06-21,18.18,26.53,39.7,29.43,24
2020-06-22,15.65,23.55,39.47,29.44,22.91
2020-06-23,20.38,18.95,29.02,34.52,22.36
2020-06-24,19.72,28.83,30.91,45.74,21.25
2020-06-25,16.93,23.13,38.37,54.97,22.41
2020-06-26,15.4,23.75,50.01,38.9,27.05
2020-06-27,16.6,26.42,39.8,32.23,23.29
2020-06-28,20.44,25.93,59.52,34.58,15.8
2020-06-29,28.68,21.3,44.86,30.19,20.24
2020-06-30,14.47,24.14,39.8,38.27,19.38
2020-07-01,17.5,15.95,54.01,34.97,26.83
