Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2017-10-01,0.92,0.03,2.34,3.47,4.06,0.56
2017-10-02,0.75,0,2.43,2.74,2.16,0.67
2017-10-03,0.83,0.01,1.27,5.11,7.43,0.32
2017-10-04,1.16,0,2.07,7.57,12.69,0.54
2017-10-05,1.11,0.04,1.59,2.61,17.97,0.44
2017-10-06,1.78,0.05,2.11,2,8.81,0.41
2017-10-07,1.67,0.04,1.72,1.96,10.84,0.36
2017-10-08,1.31,0.05,2.14,2,6.82,0.66
2017-10-09,2.84,0.05,2.97,1.99,5.21,0.68
2017-10-10,4.13,0.04,3.28,1.86,3.27,0.11
2017-10-11,2.37,0.02,2.71,1.41,4.89,0.12
2017-10-12,2.39,0.07,2.56,4.44,6.71,0.11
2017-10-13,2.33,0.04,2.34,2.6,1.1,0.16
2017-10-14,2.03,0.05,3.4,2.06,1.48,0.26
2017-10-15,1.22,0.02,3.62,2.77,1.2,0.53
2017-10-16,2.24,0.05,3.42,0.52,0.96,0.61
2017-10-17,3.41,0.06,3.39,1.29,2.38,0.23
2017-10-18,3.57,0.03,3.38,1.32,11.62,0.09
2017-10-19,2.2,0.03,4.52,2.88,11.82,0.63
2017-10-20,2.51,0.03,5.54,2.53,0.87,0.03
2017-10-21,1.49,0.02,4.02,2.31,0.97,0.25
2017-10-22,1.27,0.13,4.04,3.26,0.19,0
2017-10-23,1.86,0.18,4.65,4.03,4.33,0.36
2017-10-24,2.58,0.02,5.47,5.71,0.89,0.63
2017-10-25,1.07,0.01,5.08,6.13,0.18,0.97
2017-10-26,0.85,0.56,4.28,4.31,0.34,1.35
2017-10-27,0.81,0.06,4.94,4.17,1.05,1.18
2017-10-28,0.67,0.02,7.47,3.4,9.04,0.48
2017-10-29,0.06,0.02,6.8,2.47,1.29,1.34
2017-10-30,0.04,0.02,5.67,3.21,0,0.68
2017-10-31,0.19,2.29,11.75,2.08,38.06,0.74
2017-11-01,0.06,1.72,6.36,2.48,45.03,0
2017-11-02,0.09,1.54,9.71,2.32,30.22,0.51
2017-11-03,0.15,0.99,6.06,4.33,30,1.63
2017-11-04,0.11,2.4,5.21,1.42,24.64,5
2017-11-05,0,3.46,12.85,0.72,26.92,5.26
2017-11-06,0.25,2.54,14.37,1.19,26.73,4.62
2017-11-07,0.28,5.08,26.96,2.22,31.07,4.43
2017-11-08,0.2,2.27,25.53,1.14,33.9,4.52
2017-11-09,0.21,1.67,25.25,2.87,35.04,4.56
2017-11-10,0.25,1.74,28.06,1.11,29.47,5.37
2017-11-11,0.18,1.83,32.33,1.54,26.91,5.7
2017-11-12,0,0.92,28.2,1.06,33.38,5.35
2017-11-13,0.12,1.69,18.48,1.76,31.59,5.22
2017-11-14,0,1.79,11.39,1.98,30.87,6.22
2017-11-15,0.12,1.83,13.31,1.47,21.49,5.42
2017-11-16,0.14,0.38,12.03,2.88,22.69,4.7
2017-11-17,0.21,2.62,8.48,1.07,25.05,5.03
2017-11-18,0.09,2.68,5.38,0.99,18.83,5.27
2017-11-19,0,2.45,5.24,0.8,25.26,5.47
2017-11-20,0,3.09,6.34,0.76,33.32,4.1
2017-11-21,0,1.23,10.71,0.67,21.33,3.48
2017-11-22,0.14,1.61,11.65,0.94,12.43,3.76
2017-11-23,0.07,2.7,11.97,0.9,15.71,3.81
2017-11-24,0.07,2.38,13.88,2.52,15.13,4.34
2017-11-25,0,1.27,15.24,2.79,17.66,4.49
2017-11-26,0,1.43,17.26,0.68,13.06,5.39
2017-11-27,0,1.14,13.04,1.55,20.01,4.56
2017-11-28,0,1.47,19.68,1.1,31.14,4.71
2017-11-29,0,0.3,28.86,2.98,16.61,6.19
2017-11-30,0,0.61,23.32,3.38,12.16,7.06
2017-12-01,0,0.33,20.7,3.83,13.32,6.44
2017-12-02,0,0.08,25.81,2.13,15.59,7.21
2017-12-03,0.02,0,26.32,1.66,11.38,5.93
2017-12-04,0,0.56,23.27,1.63,9.43,5.26
2017-12-05,0,1.05,15.21,0.73,7.83,4.81
2017-12-06,0.43,0.83,8.36,4.78,8.81,5.93
2017-12-07,2.92,1.75,7.35,12.75,20.98,5.22
2017-12-08,1.33,2.68,7.98,4.26,18.64,5.22
2017-12-09,1.38,3.65,17.98,3.16,21.25,4.95
2017-12-10,1.2,3.96,29.86,7.82,24.04,4.74
2017-12-11,1.31,1.8,19.42,4.33,25.71,4.95
2017-12-12,1.31,1.99,6.88,5,35.81,4.58
2017-12-13,1.25,3.31,6.59,1.26,22.77,4.24
2017-12-14,1.18,5.58,5.87,0.79,12.58,3.76
2017-12-15,1.17,3.23,4.83,0.76,12,3.69
2017-12-16,1.13,2.1,2.85,3.23,16.57,3.79
2017-12-17,1.07,1.51,3.48,1.7,24.39,4.02
2017-12-18,1.14,2.09,6.42,1.14,20.96,4.25
2017-12-19,1.19,2.33,10.74,3.02,19.14,4.07
2017-12-20,1.21,2.85,14.07,5.27,34.41,4.75
2017-12-21,1.13,2.5,10.87,2.56,32.45,4.18
2017-12-22,1.17,2.26,7.93,1.11,38.49,3.69
2017-12-23,1.22,2.94,9.81,1.1,25.14,3.65
2017-12-24,1.11,3.04,14.99,1.52,22.93,3.39
2017-12-25,1.22,2.95,15.78,0.93,21.63,3.05
2017-12-26,1.21,2.7,12.99,1.13,30.55,3.48
2017-12-27,0.97,2.53,18.27,1.72,22.49,4.1
2017-12-28,0.95,3.21,23.66,2.72,21.6,4.81
2017-12-29,1.2,4.44,19.38,1.56,21.46,3.82
2017-12-30,1.16,3.92,25.19,1.16,23.28,3.73
2017-12-31,0,3.4,21.12,1.12,23.6,3.56
2018-01-01,0,2.97,14.77,1.23,21.07,2.96
2018-01-02,0,4.07,9.71,3.19,16.68,3.03
2018-01-03,0,3.11,6.6,6.27,16.7,2.56
2018-01-04,0,3.17,8.2,7.18,26.54,2.78
2018-01-05,0,3.06,8.14,5.87,20.49,3.05
2018-01-06,0,3.56,13.64,4.82,25.95,2.81
2018-01-07,0,3.7,6.5,5.49,21.34,3.33
2018-01-08,0,2.86,7.87,5.86,12.46,3.87
2018-01-09,23.53,2.56,13.99,5.16,11.99,3.1
2018-01-10,0.39,4.02,7.3,5.43,13.68,2.82
2018-01-11,0.32,3.17,6.83,3.11,22.96,2.75
2018-01-12,0.3,3.65,11.32,2.32,27.68,3.16
2018-01-13,0.25,4.43,21.81,2.15,28.97,2.65
2018-01-14,1.11,2.54,10.03,3.4,24.52,2.84
2018-01-15,0.23,1.81,7.7,4.15,9.33,2.82
2018-01-16,0.22,2.28,9.36,3.46,26.83,3.56
2018-01-17,0.29,3.33,12.58,4.04,18.36,3.98
2018-01-18,0.39,3.03,14.81,3.89,30.44,3.67
2018-01-19,0.36,2.9,16.52,12.02,33.75,3.94
2018-01-20,0.37,3.05,4.43,4.84,37.82,3.02
2018-01-21,0.26,2.95,7.02,5.79,27.78,3.45
2018-01-22,0.44,2.68,10.9,4.52,16.9,3.7
2018-01-23,0.39,3.09,6.67,24.62,12.28,3.71
2018-01-24,0.39,2.55,6.23,18.98,12.56,3.34
2018-01-25,0.35,2.71,3.87,18.65,32.98,2.76
2018-01-26,0.39,2.32,3.7,16.63,33.63,2.74
2018-01-27,0.46,2.54,4.87,13.28,27.88,2.94
2018-01-28,0.29,1.75,4.36,15.75,18.63,3.66
2018-01-29,0.29,2.39,5.5,18.14,17.05,3.64
2018-01-30,0.4,2.12,4.26,9.56,29.14,3.27
2018-01-31,0.46,2.83,3.78,5.67,41.6,3.12
2018-02-01,0.41,3.56,5.48,3.58,37.74,3.36
2018-02-02,1.34,3.61,5.93,3.57,41.64,3.18
2018-02-03,0.24,3.4,4.57,5.69,32.65,3.75
2018-02-04,0.02,1.4,3.23,1.91,19.19,3.66
2018-02-05,0.18,2.54,4.47,0.78,5.67,3.07
2018-02-06,0.26,2.54,4.88,0.4,43.34,2.62
2018-02-07,0.07,1.71,3.92,0.53,35.02,2.97
2018-02-08,0.25,1.84,6.09,0.8,16.53,2.52
2018-02-09,2.58,2.1,6.44,0.75,17.15,2.7
2018-02-10,4.2,1.68,11,1.04,16.88,2.63
2018-02-11,0.92,1.45,5.29,2.25,4.53,3.22
2018-02-12,0.89,1.79,2.11,1.14,3.46,2.78
2018-02-13,0.91,1.59,4.16,1.52,4.74,2.9
2018-02-14,0.8,1.18,2.66,0.13,9.6,2.9
2018-02-15,0.96,1.7,2.82,0.14,13.04,2.3
2018-02-16,1.17,1.91,3.48,0.14,16.62,2.71
2018-02-17,1.91,1.69,3.91,0.26,22.59,2.53
2018-02-18,0.91,0.32,3.78,0.39,18.56,3.26
2018-02-19,1.06,0.28,5.52,0.58,6.61,3.19
2018-02-20,1.02,0.71,5.42,0.63,10.52,2.99
2018-02-21,1.12,1.62,8.8,2.11,14.68,3.31
2018-02-22,1.19,3.38,8.11,1.62,9.21,3.68
2018-02-23,1.04,2.26,9.53,2.48,10.21,3.14
2018-02-24,0.83,1.78,5.82,1.78,5.75,3.14
2018-02-25,0.69,1.23,3.94,0.61,7.65,3.25
2018-02-26,0.9,2.2,2.1,0.11,16.8,3.04
2018-02-27,0.78,3.17,3.03,0.25,18.83,2.91
2018-02-28,0.99,2.98,6.26,1.77,21.23,3.29
2018-03-01,0.92,3.03,5.76,0.33,19.29,2.63
2018-03-02,0.98,2.78,4.5,0.18,13.08,2.96
2018-03-03,1.17,2.66,3.67,0.13,7.39,2.56
2018-03-04,0.91,2.41,2.92,0.35,9.31,2.97
2018-03-05,0.93,1.9,2.92,0.13,6.32,3.05
2018-03-06,0.93,2.41,2.83,0.08,7.29,2.89
2018-03-07,0.75,2.27,3.57,0.25,6.6,2.94
2018-03-08,0.7,3.27,7.04,0.66,8.25,3.39
2018-03-09,1.5,3.22,6.65,0.5,5.98,3.36
2018-03-10,0.94,5.21,4,0.2,7.61,2.71
2018-03-11,0.53,0.23,3.12,0.23,4.32,3.2
2018-03-12,0.25,0.66,3.51,0.31,4.61,3.07
2018-03-13,0.58,0.96,4.78,0.35,5.96,2.94
2018-03-14,0.77,0.92,5.34,1.88,8.45,3.42
2018-03-15,1.07,0.83,5.3,1.24,4.36,3.02
2018-03-16,0.76,0.99,4.59,0.27,11.45,2.72
2018-03-17,1.22,1.09,2.68,0.19,4.57,2.76
2018-03-18,0.57,0.86,2.17,0.08,3.11,3.48
2018-03-19,0.53,1.13,4.02,0.28,4.69,3.11
2018-03-20,0.85,1.29,7.16,0.24,5.22,2.95
2018-03-21,1.1,1.14,5.93,1.27,8.23,2.94
2018-03-22,1.46,1.04,3.93,0.59,12.21,3.89
2018-03-23,2.08,1.55,3.61,0.12,18.45,3.78
2018-03-24,1.14,2.11,3.53,0.14,17.29,2.98
2018-03-25,0.77,1.99,2.91,0.11,10.45,3.88
2018-03-26,0.77,2.33,3.4,0.15,6.16,3.11
2018-03-27,1.04,2.12,5.92,0.22,9.03,3.09
2018-03-28,0.81,1.72,7.37,1.15,6.57,3.69
2018-03-29,0.82,1.66,3.78,0.99,10.48,4.87
2018-03-30,0.78,1.72,5.64,0.62,7.9,2.81
2018-03-31,0.82,1.14,5.24,0,6.17,2.56
2018-04-01,0.74,0.07,3.11,0,4.01,3
2018-04-02,0.76,1.2,4.77,0,4.38,2.91
2018-04-03,0.86,4.98,4.13,0,6.65,2.87
2018-04-04,0.76,2.92,4.85,0.85,3.64,2.69
2018-04-05,0.78,0,6.26,0.52,4,2.72
2018-04-06,0.75,0.64,4.14,0.36,6,2.52
2018-04-07,0.72,3.35,3.32,0.04,5.57,2.31
2018-04-08,0.68,1.94,2.63,0,3.51,2.47
2018-04-09,0.72,1.95,4.47,0,4.05,2.7
2018-04-10,0.76,5.55,13.51,0,6.17,2.65
2018-04-11,0.76,1.87,11.48,0,5.38,2.89
2018-04-12,0.73,7.75,6.09,0,6.43,3.03
2018-04-13,0.69,5.73,3.64,0,4.83,3.77
2018-04-14,0.42,1.4,4.84,0,2.59,3.08
2018-04-15,0.33,0.26,4.67,0,4.73,3.42
2018-04-16,0.42,0.84,6.12,0,11.57,3.15
2018-04-17,0.28,2.43,3.77,0,5.52,3.05
2018-04-18,0.32,10.79,2.79,0,6.12,3.04
2018-04-19,1.2,7.84,3.63,0,7.6,3.11
2018-04-20,1.82,5.94,3.71,0,9.53,2.69
2018-04-21,2.19,7.1,2.73,0,15.4,2.98
2018-04-22,2.05,6.3,2.24,0,6.62,3.22
2018-04-23,2.14,7.19,3.31,0,2.71,2.32
2018-04-24,1.94,9.66,5.14,0,5.04,2.7
2018-04-25,2.85,10.95,8.18,0,2.68,3.17
2018-04-26,2.63,11.14,6.76,0,4.83,2.54
2018-04-27,1.8,9.3,4.75,0,7.38,2.32
2018-04-28,1.24,9.53,3.23,0,2.33,2.56
2018-04-29,1.32,7.29,3.3,0,7.07,2.59
2018-04-30,1.19,9.11,3.66,0,7.43,2.32
2018-05-01,0.43,1.09,1.91,0,7.29,2.45
2018-05-02,0.54,2.05,1.84,0,3.81,24.4966666666667
2018-05-03,0.47,2.4,2.3,0,3.8,46.5433333333333
2018-05-04,0.57,2.35,2.55,0,4.95,68.59
2018-05-05,0.66,2.41,4.28,0,4.04,80.55
2018-05-06,0.55,2.35,5.89,0,2.19,89.51
2018-05-07,0.92,2.22,5.38,0,3.61,88.71
2018-05-08,1.61,2.4,2.67,0,8.91,80.23
2018-05-09,1.19,2.73,4.49,0,6.34,63.17
2018-05-10,1.15,0,4.57,0,5.2,60.86
2018-05-11,1.28,6.83,5.38,0,5.51,60.32
2018-05-12,1.22,5.47666666666667,5.23,0,3.26,63.28
2018-05-13,1.19,4.12333333333333,2.15,0,3.29,56.94
2018-05-14,1.34,2.77,2.34,0,2.44,53.58
2018-05-15,1.29,2.09,3.06,0,2.9,57.91
2018-05-16,1.31,2.34,3.61,0,3.35,58.79
2018-05-17,1.22,2.35,3.94,0,5.56,58.15
2018-05-18,1.37,2.23,5.04,0,5.38,58.54
2018-05-19,1.6,2.36,6.98,0.05,6.38,63.35
2018-05-20,1.17,2.41,5.24,0,3.35,63.73
2018-05-21,1.28,2.37,5.34,0,3.85,60.47
2018-05-22,1.02,1.06,6.23,0,4.3,62.01
2018-05-23,1.38,0.28,9.66,0,6.64,57.48
2018-05-24,1.04,0.55,6.97,0,4.99,58.33
2018-05-25,1.07,0.25,6.57,0,6.48,58.87
2018-05-26,0.76,0.62,6.65,0,3.84,54
2018-05-27,0.61,0.18,4.64,0,8.83,61.9
2018-05-28,0.53,0.97,5.02,0,5.24,55.21
2018-05-29,1.02,1.19,5.4,0,7.43,57.95
2018-05-30,1.29,2.61,1.85,0,4.34,62.47
2018-05-31,2.92,3.6,3.53,0,3.49,58.98
2018-06-01,1.56,2.93,3.18,0,6.75,61.54
2018-06-02,2.13,3.44,3.67,0,8.55,56.3
2018-06-03,1.76,4.33,3.37,0,4.88,59.4
2018-06-04,0.94,4.22,3.41,0,4.88,55.88
2018-06-05,1.09,3.45,4.69,0,5.9,53.75
2018-06-06,1.02,4.8,6.46,0,6.2,53.31
2018-06-07,0.77,5.67,6.4,0,2.39,52.12
2018-06-08,0.64,4.27,4.55,0,2.7,54.93
2018-06-09,0.56,2.23,4.57,0,2.65,57.25
2018-06-10,0.51,0.95,7.04,0,2.27,55.59
2018-06-11,0.88,3.53,5.41,0,4.08,56.32
2018-06-12,2.42,5.72,6.1,0.55,6.5,53.31
2018-06-13,2.41,4.06,4.31,0.27,3.3,50.82
2018-06-14,1.4,5.26,9.35,2.74,3.75,53.71
2018-06-15,1.74,5.81,10.64,1.86,3.67,53.39
2018-06-16,2.42,4.36,5.58,1.34,2.73,51.64
