Date,AP001,AP005,DL002,DL004,DL007,DL012,DL014,DL017,DL019,DL025,DL028,DL030,DL031,KA005,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG006,DL003,DL009,DL015,DL016,DL032,DL035,DL037
2019-10-30,35.57,69.57,625.95,325.57,512.23,429.36,333.86,381.04,306.99,471.27,285.35,417.07,438.83,50.13,67.29,10.54,245.27,151.88,161.18,111.64,66.8,59.27,81.32,72.84,84.59,532.23,428.17,555.42,474.25,536.92,477.42,510.38
2019-10-31,28.41,109.0,675.08,350.07,548.22,501.61,397.48,390.17,407.46,523.13,346.61,479.62,452.94,83.36,50.84,12.23,226.33,127.26,155.84,165.67,57.86,39.57,47.44,48.16,64.81,580.77,418.97,618.42,491.5,589.42,514.29,551.43
2019-11-01,35.12,144.14,702.12,529.82,630.37,633.35,478.08,508.8,516.59,572.53,408.75,620.87,538.83,135.32,60.01,28.72,235.28,104.5,134.23,117.34,65.11,43.07,51.3,47.19,63.89,621.08,583.22,634.74,599.08,619.96,567.77,583.64
2019-11-02,39.48,157.26,553.72,449.81,496.34,472.61,476.47,402.69,317.98,512.32,339.57,474.98,405.04,134.49,59.38,37.35,181.95,176.52,204.6,235.77,79.61,53.07,65.97,69.9,81.44,511.33,445.06,585.67,464.0,510.25,475.57,519.76
2019-11-03,74.55,259.91,735.56,632.42,654.28,674.92,585.44,584.8,467.61,620.09,615.54,617.13,632.36,194.435,52.02,31.71,305.4,156.68,191.67,216.3,86.66,65.56,88.84,95.71,83.41,711.83,663.45,674.5,653.79,679.07,740.59,733.7
2019-11-04,101.39,194.85,494.98,305.26,369.63,315.42,328.31,276.73,345.15,440.64,306.31,361.76,294.29,254.38,36.95,27.28,207.47,105.41,148.56,156.91,125.09,106.69,112.01,116.88,118.29,473.42,361.22,506.04,341.41,438.17,437.77,527.67
2019-11-05,137.41,252.29,384.51,204.66,303.97,228.83,250.78,236.62,297.71,291.53,207.2,285.49,255.88,236.02,54.99,50.49,186.99,126.58,160.8,154.01,157.85,156.32,143.08,167.33,155.22,331.62,249.25,369.46,297.85,334.23,328.18,345.09
2019-11-06,148.15,183.4,266.96,167.92,223.05,207.14,132.86,152.3,175.31,190.26,99.91,163.07,191.16,193.76,68.82,50.81,221.46,92.36,119.33,129.42,152.51,156.67,153.46,153.48,162.66,247.08,153.16,250.79,208.4,242.96,288.88,205.95
2019-11-07,135.44,153.08,338.66,247.17,316.56,276.4,255.42,272.35,297.59,271.26,176.38,282.21,284.53,149.18,71.91,45.02,71.87,60.91,105.96,91.63,138.16,113.01,115.06,122.38,139.19,294.77,303.04,308.9,336.28,288.61,315.3,312.35
2019-11-08,128.86,174.76,367.09,220.59,290.06,249.33,210.77,198.39,202.86,218.06,149.36,223.59,248.04,116.04,54.65,47.27,61.24,135.96,163.76,181.81,125.72,117.78,130.03,129.31,146.0,273.06,269.76,293.1,269.21,280.61,227.4,314.54
2019-11-09,128.41,142.8,235.62,193.31,253.53,236.89,190.97,165.12,206.35,206.49,133.65,206.55,218.18,121.95,54.42,31.08,81.33,121.09,145.11,165.66,156.38,137.4,130.51,151.26,159.18,248.96,238.5,286.21,230.42,245.46,223.59,235.79
2019-11-10,82.75,88.54,384.53,228.39,317.41,268.73,262.79,228.9,286.08,273.82,193.59,275.82,275.16,134.7,54.190000000000005,30.39,143.08,119.48,138.46,173.32,115.91,123.17,141.69,149.55,138.58,321.21,297.17,371.18,296.74,327.17,299.09,335.01
2019-11-11,68.41,98.86,493.66,311.55,425.44,356.46,335.02,293.13,344.1,358.7,257.61,358.57,359.85,147.45,53.96,39.27,158.85,120.32,156.7,184.11,118.43,97.06,104.17,140.92,125.99,425.17,384.92,462.77,371.98,412.62,365.2,434.72
2019-11-12,69.2,104.19,607.72,490.71,560.91,542.0,459.98,407.91,482.46,511.24,411.5,533.99,493.95,96.67,61.19,49.25,313.31,144.56,172.98,197.86,100.2,116.36,97.72,121.79,130.47,579.23,523.16,628.61,436.62,623.83,507.04,546.0
2019-11-13,76.67,78.79,574.31,491.59,582.28,597.06,468.23,464.03,534.81,493.48,401.81,551.38,530.54,159.7,42.39,67.61,339.69,186.2,204.98,254.18,122.23,106.25,107.18,136.4,129.14,548.04,520.14,585.21,605.66,614.82,520.42,512.35
2019-11-14,91.06,104.68,617.24,504.42,579.71,585.12,457.78,483.72,564.02,516.61,393.49,577.84,517.9,98.79,38.15,56.88,260.33,216.42,222.87,258.23,126.93,108.91,102.57,146.15,138.72,594.81,540.49,578.71,643.46,576.77,504.14,546.56
2019-11-15,97.67,108.74,595.73,590.99,545.41,646.03,426.61,507.0,541.33,517.84,453.07,594.2,575.43,76.12,94.32,48.96,180.68,125.46,160.24,125.78,140.74,121.94,112.4,138.04,143.27,627.25,589.88,632.38,636.66,592.33,472.48,516.41
2019-11-16,104.25,111.17,329.22,245.66,286.01,270.29,233.38,233.75,275.57,254.75,181.11,245.19,275.25,75.45,48.82,35.95,164.0,135.89,163.55,126.83,136.56,114.62,117.39,143.5,147.07,327.44,289.21,331.83,367.92,319.97,278.18,288.06
2019-11-17,109.47,92.64,190.82,114.25,152.34,170.45,127.94,126.82,137.85,135.02,99.17,117.06,162.55,68.39,49.86,27.57,105.92,73.68,113.78,94.81,119.05,129.5,126.74,158.24,138.34,184.19,168.29,206.71,220.54,170.4,154.97,162.58
2019-11-18,72.25,85.5,239.97,100.13,174.23,134.82,144.9,135.06,151.29,156.71,106.66,130.64,176.79,66.37,43.73,51.91,190.56,76.83,123.37,87.07,147.77,144.38,148.27,164.22,155.97,198.85,155.9,231.17,210.48,208.71,177.93,186.78
2019-11-19,89.89,129.85,326.99,136.34,225.07,178.52,172.81,156.83,190.08,195.7,126.61,164.48,211.58,51.25,31.88,45.85,263.97,76.99,113.06,96.51,161.58,159.32,142.64,174.19,173.11,244.69,183.29,287.29,245.21,249.17,217.92,238.82
2019-11-20,113.24,120.93,486.73,180.28,298.05,262.34,222.3,180.06,249.34,272.17,186.81,207.06,285.48,45.38,37.92,43.29,253.95,94.35,128.88,104.78,172.92,150.34,125.06,170.06,167.85,359.83,237.44,390.96,302.06,407.96,326.38,371.24
2019-11-21,97.39,101.16,533.72,276.22,422.87,354.48,304.17,249.7,331.08,234.66,226.11,291.7,334.4,74.1,35.13,39.84,180.08,93.81,135.98,106.32,125.0,131.48,112.26,164.4,151.33,384.22,369.4,355.58,373.07,469.58,297.77,392.1
2019-11-22,87.02,100.93,473.9,255.45,371.5,314.94,246.42,228.9,240.48,249.82,190.7,240.1,324.49,82.22,38.37,35.35,122.03,128.42,144.71,138.14,153.33,136.46,117.71,159.53,149.76,368.88,309.04,369.17,361.26,425.68,305.31,390.88
2019-11-23,100.23,119.7,304.11,168.33,252.06,195.49,159.4,187.12,181.22,174.93,121.7,182.55,252.61,65.58,32.12,53.49,59.83,145.01,195.29,256.4,147.34,140.14,140.15,156.29,148.04,234.2,234.14,259.92,286.84,211.42,207.54,232.34
2019-11-24,111.89,147.0,229.0,152.06,187.27,179.47,129.04,131.18,141.86,138.78,100.77,145.02,175.9,75.285,37.77,49.09,88.49,134.8,161.17,182.58,145.77,136.97,144.05,160.64,154.8,192.57,188.34,227.42,212.76,183.45,157.29,166.56
2019-11-25,121.3,150.87,255.4,159.07,239.28,197.68,158.05,158.05,182.93,149.58,120.01,162.93,242.85,84.99,32.3,42.3,146.1,125.47,156.05,130.96,164.09,146.72,134.4,159.62,160.31,212.18,201.38,244.52,252.29,244.43,203.04,194.06
2019-11-26,124.9,148.19,254.44,190.57,216.72,186.64,155.93,171.91,250.46,207.67,110.47,177.52,213.75,68.32,32.46,47.81,80.76,84.53,129.01,106.28,156.94,131.64,147.03,153.54,147.89,248.43,216.42,256.33,258.92,250.21,247.14,240.44
2019-11-27,109.47,119.26,168.05,95.27,112.84,113.84,111.32,99.56,116.88,108.05,64.25,99.92,131.84,58.44,18.57,65.38,46.08,95.09,141.25,113.76,143.35,121.0,142.5,149.23,152.58,139.26,118.26,153.04,153.59,132.06,139.95,158.38
2019-11-28,88.67,80.81,75.78,56.12,51.82,59.32,46.26,46.47,50.68,54.93,30.75,45.14,60.77,57.27,15.77,40.69,39.49,164.55,188.53,174.32,151.52,118.97,143.28,153.31,142.44,47.34,61.84,57.38,74.53,48.53,64.31,64.96
2019-11-29,63.76,105.51,139.08,79.85,97.9,89.47,80.02,73.54,74.74,74.32,50.07,71.88,100.25,73.55,30.27,49.72,51.37,110.68,154.79,98.25,122.42,105.81,109.27,120.7,130.6,90.0,106.71,135.0,117.42,116.53,79.54,96.61
2019-11-30,86.24,102.9,257.86,114.94,172.43,118.53,137.91,114.35,121.9,131.58,97.56,115.18,153.92,67.08,42.7,25.41,69.84,118.22,135.34,86.66,135.84,106.97,127.47,162.38,135.27,177.56,162.48,232.23,181.5,168.7,154.38,162.03
2019-12-01,106.58,94.56,275.47,132.85,194.72,154.13,154.71,133.53,128.05,141.18,124.95,142.15,180.54,41.62,130.14,13.3,99.83,107.14,137.19,98.39,104.02,97.9,116.85,125.78,118.0,195.58,182.24,280.88,208.92,244.28,190.0,184.77
2019-12-02,86.96,113.55,320.17,151.38,234.2,190.93,179.89,154.43,177.5,170.92,139.0,168.78,226.29,49.79,43.07,31.62,137.8,104.48,131.24,81.19,75.76,67.74,71.8,85.97,90.3,250.56,203.35,319.17,237.33,305.29,243.38,220.48
2019-12-03,97.97,125.12,347.49,156.98,229.61,167.66,187.58,181.5,212.88,195.69,138.82,183.49,249.75,71.7,18.26,51.14,140.27,126.56,167.51,114.74,81.97,73.01,77.1,73.22,153.62,262.81,220.33,305.67,256.12,324.49,249.58,245.85
2019-12-04,114.45,113.04,389.29,185.15,287.95,209.11,229.7,187.67,246.79,246.18,161.65,196.37,272.59,81.62,18.88,52.39,145.52,123.67,152.77,121.59,134.28,123.48,128.21,136.05,152.95,319.98,248.45,360.54,301.97,364.47,294.83,346.18
2019-12-05,122.21,129.34,527.4,296.8,430.56,332.4,339.5,285.0,367.6,346.68,291.1,324.88,376.9,112.11,25.72,58.52,103.82,99.12,144.66,87.52,156.84,141.3,153.03,159.44,151.84,525.29,408.35,584.03,453.79,597.9,354.62,489.12
2019-12-06,132.55,110.56,396.05,326.69,379.76,348.41,292.0,271.16,294.81,308.44,238.89,298.27,366.12,142.6,25.6,58.0,84.09,158.88,176.75,128.34,166.02,151.66,162.43,168.93,171.78,404.3,374.42,467.59,404.81,425.4,348.79,345.5
2019-12-07,98.77,73.78,462.18,309.75,370.01,331.74,263.9,263.23,248.3,263.85,221.06,274.14,400.19,91.54,24.35,64.6,111.95,160.42,269.85,112.2,162.93,137.35,153.75,158.52,156.85,351.66,366.91,405.69,398.42,445.33,286.03,364.42
2019-12-08,63.62,48.31,498.77,282.59,352.51,312.1,250.94,250.59,270.53,316.01,252.23,290.34,344.37,81.3,23.94,39.35,114.79,140.31,180.73,94.97,123.46,104.22,132.22,142.01,133.03,437.88,361.64,482.27,370.58,541.86,295.44,373.23
2019-12-09,49.69,48.71,432.41,251.04,309.15,288.1,225.59,213.54,300.52,260.97,186.26,242.98,334.49,95.16,22.88,44.54,162.16,181.98,176.45,100.83,116.84,88.93,107.76,126.94,126.88,352.03,312.21,417.3,337.54,415.51,289.34,312.35
2019-12-10,69.06,95.84,478.01,275.17,366.83,287.28,275.43,257.69,328.12,323.07,239.86,293.72,402.54,94.93,30.09,57.7,202.77,150.71,241.39,119.05,120.92,93.57,124.14,131.03,114.19,420.32,335.58,495.47,380.71,471.48,366.14,416.46
2019-12-11,82.17,96.94,550.62,365.45,461.06,354.32,338.47,308.2,370.46,398.31,306.7,325.75,410.08,109.88,42.18,59.92,132.04,144.82,195.07,135.28,132.05,104.78,137.26,116.75,121.41,545.45,408.78,566.98,450.67,602.86,512.15,529.23
2019-12-12,66.08,112.54,461.17,346.5,352.62,326.73,315.85,342.76,405.96,431.31,298.94,330.69,388.17,131.43,42.92,49.24,44.31,136.58,178.14,101.0,128.45,86.46,115.42,111.81,104.74,509.78,392.33,470.86,455.04,477.42,507.86,495.41
2019-12-13,62.14,110.43,130.12,106.61,116.58,109.52,98.57,115.41,123.75,106.44,89.35,96.64,115.42,105.02,45.04,61.92,35.96,92.3,117.35,124.11,84.5,59.57,68.14,59.52,77.02,142.47,132.25,170.46,152.32,136.41,123.27,130.35
2019-12-14,63.53,71.34,145.0,91.22,122.44,110.66,100.27,91.48,107.6,140.58,83.18,89.65,123.21,85.13,53.98,42.06,47.36,52.53,87.47,61.39,87.96,66.48,81.48,88.49,82.24,160.31,119.25,168.72,136.23,154.67,110.5,142.76
2019-12-15,79.0,54.86,205.52,114.62,172.22,119.2,109.38,110.32,134.8,136.75,96.64,107.49,141.21,91.13333333333333,92.9,46.41,38.24,69.19,104.16,91.39,90.31,64.82,73.07,86.34,97.065,167.98,157.0,222.9,198.36,158.15,142.96,162.11
2019-12-16,78.44,84.0,174.23,89.26,137.28,102.73,98.97,103.48,116.69,114.85,79.97,95.61,126.94,97.13666666666666,42.49,63.77,51.31,71.78,107.72,74.77,103.56,86.85,107.05,96.85,111.89,137.65,140.49,219.67,170.5,131.75,118.17,145.79
2019-12-17,107.1,121.94,176.22,96.11,143.92,115.09,109.11,100.52,119.81,127.44,84.66,99.28,138.09,103.14,43.32,51.31,64.66,83.39,94.47,106.34,131.66,109.55,124.59,145.85,136.92,150.16,135.6,238.12,170.42,144.76,122.67,145.84
2019-12-18,105.01,126.76,273.74,156.21,199.57,156.79,173.78,164.52,199.04,206.36,145.68,156.61,230.62,101.1,40.33,66.25,85.25,131.33,160.64,140.42,139.54,135.24,152.32,158.39,149.18,232.2,189.21,264.75,214.76,234.85,226.83,245.73
2019-12-19,120.25,124.21,428.22,284.26,327.88,364.61,312.89,284.61,358.83,431.0,284.96,312.98,354.58,101.77,40.42,48.09,80.52,92.62,158.84,94.23,154.81,132.2,138.47,161.66,151.81,439.74,358.77,477.71,391.5,468.9,453.12,438.7
2019-12-20,119.82,118.43,672.93,316.9,453.25,332.59,376.34,385.91,443.94,523.07,327.68,393.4,392.08,110.59,41.49,57.02,125.24,116.28,153.8,127.84,146.28,142.57,160.66,162.32,146.69,532.3,442.72,569.62,470.0,478.02,482.0,609.44
2019-12-21,118.52,145.62,435.52,263.52,383.77,310.97,303.96,307.75,360.28,402.86,237.91,299.89,336.09,104.42,30.11,52.52,69.41,99.19,169.55,100.96,151.26,139.42,160.19,166.79,163.02,374.61,379.04,458.46,392.58,339.17,366.29,420.58
2019-12-22,103.82,,226.86,158.57,196.33,184.28,200.58,159.04,195.98,210.63,135.36,154.56,189.09,108.07,41.43,63.31,84.25,71.79,104.27,48.59,140.22,123.03,140.12,151.1,154.11,213.92,218.99,321.92,204.56,199.67,190.75,217.38
2019-12-23,104.91,,272.05,189.21,227.91,214.52,231.9,189.67,235.8,245.86,150.58,193.43,262.48,118.72,47.47,68.62,101.77,99.63,143.4,65.21,141.79,117.15,127.93,137.27,138.68,239.09,265.16,326.62,252.75,223.57,225.55,258.38
2019-12-24,115.06,,475.71,342.81,378.29,404.22,323.32,357.39,396.54,398.9,250.15,335.79,422.24,104.43,43.56,80.62,128.35,90.97,157.3,75.28,111.95,96.32,100.67,112.56,123.85,403.93,429.27,434.17,425.12,395.71,380.31,457.04
2019-12-25,120.22,,289.57,311.925,273.65,239.99,210.0,226.5,245.46,250.13,150.27,197.05,259.03,99.14,46.28,58.38,76.1,99.02,159.52,74.23,119.24,108.5,113.23,122.61,152.42,259.25,282.36,355.12,278.88,252.88,244.94,267.08
2019-12-26,81.46,,325.45,281.04,289.68,298.59,245.56,229.22,295.46,283.31,179.14,246.42,310.75,104.52,44.32,38.64,84.32,113.57,250.78,83.71,99.94,107.53,113.69,109.1,130.02,297.6,323.9,344.0,313.52,292.22,286.1,313.95
2019-12-27,73.58,,420.56,282.21,348.48,319.72,297.29,,360.62,366.85,229.18,302.8,360.42,106.9,38.87,49.14,105.41,127.57,227.85,103.38,,111.1,115.94,128.59,121.77,396.54,366.86,424.46,378.08,409.93,383.67,439.67
2019-12-28,88.15,,495.26,341.88,448.39,408.62,365.88,,404.5,421.58,262.28,347.66,479.39,93.78,33.39,62.85,106.95,138.7,219.6,133.81,,125.94,134.83,148.56,155.18,449.83,494.9,483.04,492.25,416.31,381.3,479.67
2019-12-29,110.95,,519.86,446.1,538.34,517.31,439.26,,505.83,441.92,287.98,436.57,552.32,98.36,37.96,72.67,107.95,128.09,209.19,144.06,,133.61,142.27,156.64,163.67,482.88,582.36,515.07,587.23,461.03,433.67,511.91
2019-12-30,90.44,,512.43,355.8,479.77,391.93,409.68,,507.62,458.77,343.69,446.04,500.18,98.25,38.04,73.72,97.83,156.14,261.84,142.16,,116.4,123.99,130.6,138.36,541.02,494.17,543.92,548.51,576.57,551.94,522.47
2019-12-31,80.8,99.33,329.83,281.86,317.29,308.49,249.86,645.37,261.92,393.9,228.45,309.62,336.78,104.38,38.56,68.57,98.3,142.94,233.63,127.55,90.1,77.58,73.15,80.97,96.54,340.07,295.86,332.75,348.11,353.13,375.19,319.33
2020-01-01,88.85,108.15,459.31,410.08,557.24,485.89,449.47,399.03,411.94,675.59,415.58,439.94,556.68,90.44,54.92,65.09,137.93,136.06,215.44,117.12,61.65,61.31,58.6,64.1,101.42,511.46,470.66,439.37,581.97,526.82,477.48,449.61
2020-01-02,65.39,90.22,483.45,223.49,521.35,412.85,513.69,347.28,383.84,261.86,381.26,336.79,533.56,95.79,43.2,60.26,115.13,81.31,131.45,87.02,58.51,47.19,43.65,50.38,80.29,503.12,491.24,468.76,470.35,523.32,366.82,427.02
2020-01-03,62.93,92.39,475.85,282.33,357.27,444.42,230.25,250.0,263.5,278.16,229.49,255.13,357.5,95.07,41.08,65.79,110.89,95.89,174.61,104.57,60.44,48.01,46.15,68.2,66.6,354.71,311.64,453.46,339.41,409.21,269.73,407.37
2020-01-04,38.35,50.19,366.52,235.63,353.16,289.27,256.07,331.96,290.42,337.76,252.83,274.14,278.42,101.87,42.51,55.05,134.78,97.94,144.11,116.43,84.9,90.15,94.45,134.74,127.38,404.82,291.22,472.04,290.22,392.21,328.93,391.54
2020-01-05,56.66,43.09,314.42,223.28,279.79,233.51,175.07,223.48,250.38,222.07,162.21,200.12,241.88,108.55,42.86,43.67,95.22,126.82,135.79,160.38,90.88,100.11,122.03,115.31,138.53,292.59,251.83,368.46,240.7,273.05,263.24,290.9
2020-01-06,61.4,87.02,293.3,207.33,257.69,232.42,177.82,220.59,215.88,212.3,148.94,189.29,243.52,81.41,46.07,74.23,47.36,104.01,155.05,123.63,92.12,87.66,102.45,104.04,116.19,274.02,212.96,321.76,240.08,258.34,250.94,272.58
2020-01-07,97.7,102.77,220.69,144.99,154.39,156.7,150.91,167.97,220.18,168.8,129.57,145.14,154.49,77.82,40.66,59.51,46.3,89.41,136.18,86.1,93.15,83.74,80.18,83.9,107.71,191.21,149.85,202.91,173.23,178.4,224.84,214.23
2020-01-08,75.4,93.16,167.3,133.51,173.75,126.17,129.5,127.85,151.92,129.95,112.2,116.67,138.14,83.81,34.73,37.56,31.7,105.53,167.93,97.03,87.49,70.55,64.3,66.94,83.04,162.64,160.31,197.11,149.56,146.24,148.67,169.5
2020-01-09,62.09,209.75,213.09,97.07,172.1,110.49,99.52,105.05,123.29,109.54,81.41,93.04,130.01,113.25,38.16,57.01,80.34,53.06,94.7,57.34,90.1,80.84,84.39,95.79,90.55,138.73,130.07,195.81,133.93,135.01,109.67,138.96
2020-01-10,84.62,87.2,312.0,148.87,247.46,163.82,147.81,161.64,180.12,161.89,124.68,153.97,202.52,95.76,31.2,65.95,76.73,72.69,118.62,74.09,115.32,115.69,134.35,139.88,142.99,208.71,206.03,269.16,208.44,179.04,189.5,231.94
2020-01-11,100.98,138.17,357.62,167.95,291.61,188.34,177.46,190.97,200.21,200.98,139.92,173.31,246.56,69.64,31.04,55.43,80.28,95.38,153.32,109.1,128.41,128.08,141.03,158.45,153.34,255.31,241.79,336.94,246.79,271.23,217.46,263.88
2020-01-12,109.42,125.02,337.56,206.3,404.75,300.74,270.83,230.99,249.83,270.85,219.5,238.46,388.8,92.965,32.72,50.54,73.05,104.33,185.33,100.83,115.22,130.0,139.27,150.33,153.86,367.15,301.36,465.68,323.76,420.58,340.04,386.71
2020-01-13,121.55,234.22,317.5,240.62,392.67,261.58,305.38,285.68,284.5,267.67,209.39,236.51,332.29,116.29,34.11,72.0,61.51,109.95,201.02,91.16,133.45,124.62,139.09,133.1,146.75,358.71,316.04,380.33,389.99,344.46,372.62,377.58
2020-01-14,111.92,326.4,224.21,97.62,192.5,132.81,175.66,142.32,158.69,157.79,96.51,123.67,156.24,114.22,34.02,85.45,83.72,67.74,152.43,67.96,131.96,124.83,138.95,156.62,160.22,184.64,175.2,225.49,175.22,147.75,159.49,215.96
2020-01-15,90.93,180.44,194.67,151.32,192.48,163.52,159.53,140.63,160.88,150.84,99.72,124.55,184.14,92.37,30.84,90.09,187.66,70.79,120.89,82.9,76.19,71.5,78.74,127.51666666666668,121.3,203.46,175.79,257.18,182.45,179.96,154.07,191.83
2020-01-16,75.95,103.17,207.25,160.72,198.09,195.7,160.98,170.17,205.21,172.25,135.76,167.37,197.84,95.42,32.07,74.82,81.67,72.4,126.7,83.61,59.04,58.89,56.21,98.41333333333333,100.92,224.17,200.17,276.41,186.99,210.54,183.02,232.85
2020-01-17,66.69,81.3,154.47,108.6,189.73,158.92,123.95,117.04,132.42,126.39,113.74,116.55,135.12,95.91,35.3,69.87,110.41,89.36,135.56,101.37,62.77,53.24,55.35,69.31,87.01,172.69,137.62,227.9,140.82,185.54,130.29,148.98
2020-01-18,51.42,81.73,337.58,142.19,241.92,214.65,170.91,159.56,188.74,158.39,121.97,148.24,193.68,79.41,39.32,59.79,98.08,88.0,125.33,94.48,61.61,60.21,67.06,81.91,101.03,212.71,223.17,255.62,213.04,196.38,146.66,223.15
2020-01-19,58.14,92.98,263.5,128.86,231.44,161.05,153.72,156.94,174.65,151.99,119.18,133.15,180.66,73.88,36.01,56.6,82.99,107.62,142.79,120.07,73.07,58.67,61.48,67.06,94.33,193.54,203.15,253.96,194.0,176.79,189.06,222.17
2020-01-20,57.33,79.86,299.53,129.27,236.57,175.58,193.31,180.72,202.85,195.38,140.86,170.15,216.44,87.23,55.24,58.42,108.1,113.6,158.67,139.04,84.76,73.56,77.54,78.22,102.79,240.54,213.35,289.89,218.75,230.33,225.97,269.4
2020-01-21,55.3,54.82,401.19,226.26,298.82,283.57,268.72,261.35,281.98,307.86,246.07,240.45,322.92,83.62,70.12,52.01,69.74,77.68,107.98,93.76,89.56,74.28,81.05,90.49,113.4,397.67,302.3,452.11,320.42,500.79,418.92,392.73
2020-01-22,65.26,107.42,378.11,221.91,369.21,281.47,292.12,260.18,340.09,266.82,216.4,262.99,316.39,78.19,46.34,55.34,40.05,89.4,128.9,103.36,82.32,69.76,81.78,85.0,108.26,314.38,322.26,330.69,328.75,303.01,249.96,342.62
2020-01-23,93.3,166.18,177.01,82.59,167.88,114.67,109.69,103.91,115.3,110.76,73.49,93.84,135.33,73.35,36.22,53.17,50.66,71.41,109.98,72.74,113.48,97.66,129.58,114.94,123.12,146.06,141.48,208.21,128.76,139.7,129.16,164.4
2020-01-24,96.6,177.62,232.02,80.91,183.73,110.08,124.46,114.84,134.56,119.87,72.2,108.51,147.32,85.73,39.14,60.35,77.9,76.18,124.89,84.05,128.3,113.26,127.56,139.04,134.48,163.1,143.05,199.66,141.79,169.76,146.8,181.71
2020-01-25,76.33,142.02,362.11,132.72,295.24,231.91,194.4,170.48,194.57,228.54,105.84,160.18,257.44,91.76,39.82,65.88,130.66,106.43,137.86,119.24,133.6,133.71,133.88,148.29,157.59,249.81,218.08,315.5,218.35,298.45,250.65,266.21
2020-01-26,63.99,128.35,514.18,196.36,358.4,301.79,232.15,214.11,275.94,322.69,208.74,231.6,302.4,98.6,40.25,55.09,82.9,116.61,176.25,184.69,133.59,122.83,176.16,129.93,159.98,362.67,296.92,412.62,288.95,427.79,297.84,383.58
2020-01-27,62.65,117.45,475.45,203.88,379.34,281.21,264.43,276.29,289.47,386.91,234.7,225.85,311.32,106.52,46.8,59.45,94.0,66.96,109.51,94.57,127.21,110.9,127.0,104.45,136.49,396.1,257.79,364.1,342.55,386.52,408.81,393.6
2020-01-28,60.66,136.94,153.18,126.74,158.93,136.7,159.25,136.14,138.89,150.8,91.64,106.9,145.0,107.83,53.77,80.21,55.89,88.11,123.17,95.05,130.52,96.79,77.84,88.03,119.03,144.98,158.4,156.96,156.44,144.96,159.45,155.76
2020-01-29,51.68,119.24,171.92,78.45,180.76,120.74,134.95,93.05,108.11,128.87,71.05,82.54,105.99,115.36,55.13,91.03,36.13,52.89,89.3,54.37,153.12,129.43,125.16,122.95,131.83,134.35,125.02,180.04,126.41,149.21,117.36,143.07
2020-01-30,60.01,105.92,185.53,118.94,245.79,131.66,136.24,125.81,132.69,157.39,92.32,113.49,150.77,101.59,54.01,88.7,57.69,59.66,102.05,69.62,134.7,154.96,149.29,162.88,146.07,169.81,167.6,225.71,174.48,182.38,137.09,158.17
2020-01-31,53.9,110.18,227.0,111.89,195.86,138.26,128.05,116.39,124.23,157.78,91.24,110.86,188.78,105.52,60.53,86.73,139.43,76.36,88.26,84.21,128.09,118.98,129.16,141.06,147.22,181.7,147.82,216.0,154.21,200.85,142.75,168.77
2020-02-01,43.36,66.31,275.37,122.98,230.85,176.34,146.79,142.54,159.43,192.36,99.31,125.22,250.53,105.37,85.29,71.66,102.82,91.07,144.24,98.7,131.5,73.66,72.08,75.14,110.57,229.81,180.81,273.83,186.76,270.2,186.79,233.31
2020-02-02,42.27,50.95,225.74,122.36,241.34,161.98,156.65,153.71,163.61,192.97,120.2,139.75,229.1,79.07,106.09,57.62,66.20999999999998,96.34,136.0,111.49,111.22,63.95,68.72,78.29,109.79,213.57,190.86,290.83,214.57,237.17,174.67,194.21
2020-02-03,47.41,54.88,322.99,159.45,282.29,216.79,188.44,167.96,196.65,220.67,137.85,171.84,277.47,99.42,79.1,68.97,29.6,82.36,130.85,102.38,90.94,79.77,67.95,66.44,93.94,252.59,195.96,305.58,235.66,321.98,213.17,269.08
2020-02-04,49.64,71.06,426.1,207.81,446.84,293.68,286.92,240.63,269.8,340.09,182.77,219.07,415.68,85.66,62.82,53.71,103.84,80.36,135.03,108.3,61.83,64.85,57.16,67.62,87.19,358.39,272.52,377.36,348.43,442.0,336.08,371.81
2020-02-05,46.38,128.79,307.28,184.53,324.24,235.32,195.38,185.94,205.42,231.27,139.15,167.04,270.78,96.9,53.67,62.33,94.4,91.71,132.12,120.84,121.52,74.21,70.44,76.02,77.16,251.03,246.09,327.69,240.06,304.31,261.42,279.6
2020-02-06,42.08,64.27,267.52,136.06,246.23,163.21,148.24,140.96,164.08,181.11,109.77,128.93,232.6,103.97,83.52,60.73,128.7,103.31,148.3,115.4,104.91,78.83,68.73,78.52,94.32,209.86,187.29,250.04,180.71,250.04,187.38,211.04
2020-02-07,37.38,103.55,295.12,195.01,393.22,249.81,211.36,184.17,208.29,212.66,130.74,154.17,273.18,140.55,85.62,56.28,102.49,88.23,140.2,100.58,109.76,80.81,68.0,69.2,98.35,248.97,262.31,293.62,252.21,299.36,204.38,262.35
2020-02-08,41.78,54.27,296.04,187.87,263.5,232.79,186.86,176.33,201.2,226.9,145.94,159.32,274.75,170.45,80.12,61.92,166.94,75.48,126.79,90.04,90.96,74.01,74.19,74.55,98.38,235.4,227.92,305.01,224.58,264.7,236.75,236.17
