Date,AP001,AP005,BR007,DL002,DL004,DL007,DL008,DL012,DL013,DL014,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,DL034,GJ001,HR014,JH001,KA003,KA005,KA009,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,DL003,DL009,DL010,DL015,DL016,DL018,DL024,DL026,DL027,DL032,DL037,DL038
2017-10-19,,2.05,15.13,60.74,19.54,14.45,10.75,23.47,23.38,11.05,24.25,7.28,27.55,9.65,77.84,44.74,139.23,65.21,148.3,,6.69,7.28,2.27,26.67,4.2,35.42,1.59,18.64,8.84,6.29,,,2.4,2.2,2.14,11.94,8.76,22.28,33.2,7.12,5.82,13.96,20.25,,,,,,,,,,,,
2017-10-20,,1.0,11.43,78.74,16.92,13.54,10.07,32.37,17.23,6.55,21.54,44.53,37.0,7.4,120.395,57.73,158.11,96.6,132.67,,17.09,7.525,5.85,32.63,4.31,35.24,0.95,29.93,19.71,14.31,,,0.85,0.4,0.85,7.72,7.62,7.9,8.92,2.04,8.47,13.76,13.97,,,,,,,,,,,,
2017-10-21,,1.28,15.39,78.26,21.24,15.34,5.98,47.1,11.08,0.52,37.47,18.9,22.26,9.13,162.95000000000002,63.54,137.65,91.76,8.05,,12.36,7.77,3.34,17.4,3.96,1.91,1.62,12.04,19.9,17.95,,,29.47,3.67,56.76,40.07,7.89,7.48,8.96,2.99,9.07,10.48,8.13,,,,,,,,,,,,
2017-10-22,,1.525,30.165,62.93,21.965,14.685,9.055,62.25,12.92,25.225,31.02,19.17,15.16,9.52,205.505,48.705,373.9,62.47,75.355,,13.51,,4.03,16.93,3.92,9.275,1.62,13.87,14.97,20.3,,,15.505,1.995,29.09,21.375,7.56,8.53,8.89,2.785,36.09,56.48,31.42,,,,,,,,,,,,
2017-10-23,,1.77,44.94,86.46,22.69,14.03,12.13,95.79,14.76,49.93,24.57,64.13,39.93,9.91,248.06,33.87,202.68,121.53,142.66,,17.51,,3.22,20.2,3.92,16.64,1.62,18.8,9.17,6.45,,,1.54,0.32,1.42,2.68,8.5,8.53,9.94,2.58,58.01,71.67,46.33,,,,,,,,,,,,
2017-10-24,,0.85,48.95,79.01,13.0,7.95,9.4,86.59,46.446666666666665,67.25,36.51,41.57,41.71,5.44,76.1,36.08,125.98,109.72,308.4,,18.48,,1.25,54.0,4.21,26.25,1.0,19.23,16.15,9.32,4.22,,0.6,0.25,0.9,2.6,8.4,11.71,10.21,1.25,62.35,69.7,45.29,,,,,,,,,,,,
2017-10-25,,0.8666666666666667,45.73,86.9,10.99,8.040000000000001,,56.56,78.13333333333333,49.56666666666666,22.135,23.19,25.47,4.793333333333334,66.86,29.266666666666666,64.855,99.49,,175.81,16.35,,0.86,46.23,4.06,15.645,1.0333333333333334,27.26,32.54,25.7,35.84,,0.65,0.255,0.6833333333333333,1.916666666666667,7.74,10.41,18.25,19.21,66.56,82.39,58.01,,,,,,,,,,,,
2017-10-26,,0.8833333333333334,20.02,36.63,8.98,8.13,,32.11,109.82,31.88333333333333,7.76,4.81,34.2,4.146666666666667,137.3,22.453333333333333,3.73,65.68,,104.94,17.39,,1.05,46.87,4.02,5.04,1.0666666666666669,18.63,14.03,4.97,17.62,,0.7000000000000001,0.26,0.4666666666666667,1.2333333333333338,9.76,11.74,19.32,6.1,43.24,83.24,82.59,,,,,,,,,,,,
2017-10-27,,0.9,20.16,58.22,13.18,8.22,,33.51,12.16,14.2,5.16,3.7,17.66,3.5,29.97,15.64,5.37,17.95,,70.84,11.35,,1.42,38.05,3.97,,1.1,9.42,24.61,3.81,36.46,,0.75,16.44,0.25,0.55,2.95,11.99,11.13,2.2,41.54,51.75,61.96,,,,,,,,,,,,
2017-10-28,,1.005,57.56,64.97,17.38,12.41,,32.36,32.215,14.66,0.01,2.54,19.61,6.385,64.55,17.23,4.96,28.23,,71.28,11.21,,1.93,43.04,4.04,,1.265,15.8,35.26,2.62,30.93,,2.1125,15.990000000000002,3.535,3.8025,8.06,11.83,9.83,3.7325,31.8,44.58,82.07,,,,,,,,,,,,
2017-10-29,,1.11,31.78,76.76,21.58,16.6,,32.9,52.27,28.24333333333333,0.0466666666666666,1.38,15.82,9.27,42.86,38.34,4.55,26.11,,55.17,10.68,,2.1,38.92,4.02,,1.4300000000000002,14.34,14.76,15.09,18.26,,3.475,15.540000000000004,6.82,7.055,14.32,10.72,6.92,5.265,8.37,8.17,15.04,,,,,,,,,,,,
2017-10-30,,1.215,48.93,75.97,25.49,13.405,,32.64,72.325,41.82666666666667,0.0833333333333333,41.13,25.03,8.73,66.75,38.25,109.68,49.58,,29.565,14.27,,2.09,29.2,4.02,,1.5950000000000002,15.54,5.06,15.49,3.57,,4.8375,15.090000000000003,10.105,10.3075,16.365000000000002,12.26,9.02,6.797499999999999,39.16,17.49,29.25,,,,,,,,,,,,
2017-10-31,,1.32,23.46,49.96,22.38,10.21,20.38,34.3,92.38,55.41,0.12,93.42,34.77,9.37,135.53,40.29,133.14,90.61,194.05,3.96,17.84,7.02,2.32,40.92,4.09,4.15,1.76,20.75,30.6,71.49,17.23,6.9,6.2,14.64,13.39,13.56,18.41,10.23,3.98,8.33,24.11,10.86,54.37,,,,,,,,,,,,
2017-11-01,,1.2,29.865,33.35,23.02,14.65,17.95,33.51,22.49,49.865,67.64,20.34,17.83,9.08,24.37,24.24,97.2,16.21,93.2,10.91,9.87,7.12,2.96,24.75,3.87,4.35,2.02,17.83,56.71,186.36,58.46,6.32,6.47,10.88,13.4,23.83,27.35,10.51,2.89,5.6,10.47,12.32,25.71,,,,,,,,,,,,
2017-11-02,,1.12,36.27,56.85,23.05,14.78,15.29,33.52,21.87,44.32,26.95,17.09,13.5,9.79,23.96,8.19,47.86,20.96,71.99,17.86,9.87,6.19,2.86,34.21,4.47,4.0,1.93,14.12,40.78,109.13,20.87,5.78,5.17,8.64,12.91,8.36,14.71,10.32,1.8,6.81,22.71,11.53,29.68,,,,,,,,,,,,
2017-11-03,,1.01,216.65,65.11,22.81,15.79,19.26,33.54,29.6,47.92,18.12,12.53,22.06,9.35,38.11,15.73,169.92,40.29,174.9,24.81,16.04,6.916666666666667,3.07,35.14,4.04,3.63,1.93,8.45,11.62,17.42,15.33,10.09,5.52,7.79,11.28,6.03,15.86,9.99,3.1,4.73,20.72,11.88,29.09,,,,,,,,,,,,
2017-11-04,,1.01,131.31,79.39,23.52,15.62,17.0,33.46,35.69,54.03,39.06,29.11,24.04,9.4,66.62,36.71,171.29,46.94,131.08,16.58,13.87,7.643333333333333,3.82,46.99,4.05,2.89,1.94,16.4,4.52,9.86,9.34,1.19,5.05,4.8,10.16,7.68,21.46,9.88,5.71,19.58,29.26,37.18,27.57,,,,,,,,,,,,
2017-11-05,,0.98,81.14,57.81,22.59,13.25,23.49,26.44,59.95,53.38,51.47,58.86,52.51,9.34,119.39,37.03,189.08,102.52,239.51,17.91,20.15,8.37,4.09,53.76,4.01,3.77,2.04,6.89,5.06,74.17,19.59,,5.1,6.07,9.23,5.96,18.79,9.32,4.79,6.42,46.7,61.19,36.82,,,,,,,,,,,,
2017-11-06,,0.92,45.89,71.05,23.29,16.62,18.88,27.93,109.45,56.12,49.75,67.17,26.96,9.82,106.24,32.94,140.15,111.08,223.91,36.74,17.81,8.74,3.77,55.68,4.22,6.03,1.89,51.16,12.26,109.34,32.09,,6.68,7.82,9.06,21.48,12.61,11.4,5.25,14.34,52.59,50.27,28.82,,,,,,,,,,,,
2017-11-07,,2.6,35.54,88.89,22.44,15.57,16.69,24.22,21.19,158.92,54.88,45.37,22.51,8.34,39.63,31.93,118.76,49.86,177.32,42.99,16.28,8.193333333333333,4.05,43.74,4.17,10.17,1.94,8.32,28.45,59.65,73.59,,7.66,13.26,14.27,22.9,19.47,11.67,5.61,33.9,46.3,22.73,27.52,,,,,,,,,,,,
2017-11-08,,5.56,64.93,85.98,21.84,14.83,19.7,24.14,30.9,170.34,50.99,52.44,32.74,7.86,70.65,32.06,144.11,75.25,144.93,62.88,15.0,7.646666666666666,4.62,56.17,4.15,13.54,1.94,26.51,20.34,20.94,83.33,,5.72,8.2,12.14,8.46,15.08,11.65,4.07,11.44,42.51,50.2,34.31,,,,,,,,,,,,
2017-11-09,,6.16,56.73,84.3,21.06,13.55,20.67,23.29,34.06,147.08,59.49,58.47,33.03,8.25,49.5,32.84,179.05,69.26,171.71,38.8,18.87,7.1,5.16,35.44,4.03,7.25,2.02,38.56,22.3,56.69,87.83,1.96,6.3,9.47,13.06,9.2,13.91,10.66,4.33,9.32,50.52,99.97,46.44,,,,,,,,,,,,
2017-11-10,,6.11,220.86,79.51,23.87,15.6,19.87,24.19,55.88,186.33,44.84,63.48,41.04,9.28,48.18,32.2,92.55,86.74,184.37,48.64,17.26,8.68,5.32,50.57,3.79,4.64,1.93,38.12,17.7,20.93,58.96,6.1,5.23,7.23,11.85,15.39,15.29,9.76,3.66,9.33,65.62,42.92,28.68,,,,,,,,,,,,
2017-11-11,,6.19,120.78,66.86,22.2,15.65,24.18,24.75,126.43,187.29,84.11,134.56,51.85,9.24,99.59,32.23,185.21,131.68,194.28,51.7,17.57,8.45,5.65,28.26,3.94,4.83,2.07,40.1,11.41,11.17,56.5,5.96,4.97,7.45,11.53,11.21,12.11,9.4,3.76,3.82,28.09,16.62,18.86,,,,,,,,,,,,
2017-11-12,,3.915,56.27,53.42,21.63,14.91,25.14,23.17,81.06,213.31,63.25,130.2,45.1,8.38,91.49,32.3,207.22,108.51,177.69,47.15,12.59,8.219999999999999,5.78,27.43,3.91,3.32,1.97,59.56,27.67,11.07,58.23,6.11,5.2,8.09,11.73,7.46,14.69,10.18,3.52,2.81,10.94,10.03,18.59,,,,,,,,,,,,
2017-11-13,,1.64,116.65,86.46,22.68,14.9,28.33,24.37,58.76,239.33,51.27,58.43,34.45,12.12,107.13,41.09,182.39,69.25,213.34,98.33,16.17,7.99,6.2,29.45,3.97,4.0,1.95,55.74,16.23,3.81,75.33,6.15,6.49,11.03,13.86,7.09,11.4,30.81,2.73,4.53,59.49,82.31,45.46,,,,,,,,,,,,
2017-11-14,,4.37,137.77,37.97,21.75,15.0,29.02,24.47,24.85,80.9,29.01,39.0,15.82,9.66,19.3,41.19,127.89,18.36,46.22,118.02,9.25,9.78,6.37,20.98,3.97,3.37,2.0,54.75,4.24,0.59,14.53,6.1,4.18,11.26,32.36,11.17,7.91,27.67,4.77,6.66,115.14,123.45,70.42,,,,,,,,,,,,
2017-11-15,,5.88,71.19,70.09,21.96,15.3,28.42,25.42,29.75,112.28,19.02,33.55,17.16,9.82,39.8,30.64,96.37,28.14,52.0,45.88,9.12,8.82,6.56,10.43,3.97,2.64,2.06,46.4,3.43,0.85,5.73,6.17,5.62,5.9,26.895,7.42,15.21,43.92,5.34,8.27,46.68,59.73,30.99,,,,,,,,,,,,
2017-11-16,,7.13,36.38,72.4,22.49,16.54,25.39,25.62,21.12,81.61,20.0,35.93,21.33,22.22,30.96,1.23,119.52,40.17,65.21,5.06,9.12,8.36,6.78,23.47,4.02,4.08,1.9,58.44,3.44,0.44,3.44,6.1,5.24,6.73,21.43,6.99,30.35,57.78,6.13,7.03,52.26,73.4,30.26,,,,,,,,,,,,
2017-11-17,,8.16,68.93,92.25,22.94,15.84,45.35,26.33,21.05,27.84,17.44,19.83,16.34,37.22,15.57,0.5,66.94,27.39,59.08,5.85,13.0,7.899999999999999,5.21,12.79,3.99,3.44,1.91,57.05,3.63,0.33,3.42,6.58,6.96,10.16,17.94,8.57,9.65,32.73,4.71,10.36,17.41,36.56,24.12,,,,,,,,,,,,
2017-11-18,,7.06,125.54,97.64,22.42,16.03,36.64,25.95,16.54,19.63,11.76,3.17,15.34,11.66,4.8,0.42,19.73,17.32,21.97,6.11,6.01,7.44,0.89,36.7,4.01,5.49,1.95,52.17,3.64,0.24,3.35,6.92,6.06,6.63,19.06,7.86,13.76,6.82,8.1,14.0,11.75,12.99,16.84,,,,,,,,,,,,
2017-11-19,,1.78,70.47,68.8,20.75,15.73,28.31,23.44,15.32,18.97,9.51,4.28,14.08,14.25,6.34,0.42,37.38,17.4,11.83,10.23,4.91,,0.38,31.45,3.93,5.23,2.0,56.49,3.59,0.11,3.01,6.4,5.17,7.24,24.45,8.24,16.32,4.43,5.48,6.53,8.58,10.24,16.09,,,,,,,,,,,,
2017-11-20,,5.91,17.17,72.2,21.84,15.59,27.7,24.16,14.1,29.65,10.79,7.16,19.39,16.2,10.69,0.72,63.69,16.83,30.93,6.84,6.83,,2.23,34.38,4.0,8.82,1.83,54.15,3.6,0.36,3.74,6.91,5.61,8.85,20.74,8.23,1.36,10.18,7.12,7.21,8.16,10.22,13.63,,,,,,,,,,,,
2017-11-21,,4.55,16.6,96.57,22.47,15.8,28.99,25.34,23.71,47.93,15.13,25.45,24.7,16.69,19.98,0.37,75.36,40.31,53.89,15.17,7.58,,4.08,36.88,3.98,10.58,2.02,61.57,3.64,5.81,3.9,7.24,5.87,8.52,17.26,24.9,1.59,15.66,13.89,5.44,7.98,10.61,16.12,,,,,,,,,,,,
2017-11-22,,4.52,20.28,87.33,21.39,16.59,27.35,25.08,20.89,31.76,14.61,32.54,23.57,17.94,14.73,0.51,69.59,49.25,63.55,15.07,6.0,,3.92,35.72,4.09,8.31,1.79,76.45,5.24,27.78,5.49,6.28,1.69,5.75,13.53,7.58,1.4,16.87,11.36,3.53,13.35,11.72,15.9,,,,,,,,,,,,
2017-11-23,,11.25,9.56,95.68,21.08,15.77,27.62,24.84,23.98,44.39,22.26,32.05,31.42,18.06,8.73,0.54,83.32,47.36,53.06,24.0,5.76,8.66,3.6,31.28,3.95,5.52,1.89,68.04,20.56,69.36,34.5,11.29,6.21,7.28,13.86,17.3,1.27,14.78,11.28,5.68,12.44,11.09,15.9,,,,,,,,,,,,
2017-11-24,1.75,8.14,36.01,76.91,21.7,18.31,29.77,25.28,37.21,51.96,42.67,57.4,27.85,19.18,70.68,0.56,89.82,96.39,66.92,45.76,7.67,9.56,4.18,30.15,4.0,5.02,1.96,82.14,23.68,88.29,45.07,6.03,4.83,5.8,13.11,6.44,1.52,17.99,11.71,6.78,9.38,11.17,15.43,,,,,,,,,,,,
2017-11-25,1.44,11.08,37.56,69.0,21.43,15.62,29.0,24.65,32.83,80.59,41.49,37.63,42.23,17.63,47.59,0.53,101.67,84.31,73.92,37.88,8.82,8.59,4.88,38.38,,3.02,2.03,93.94,21.64,53.4,32.41,1.67,5.0,5.31,12.73,5.86,1.47,11.16,10.91,3.53,33.26,23.39,19.56,,,,,,,,,,,,
2017-11-26,1.26,1.39,19.26,58.07,21.41,16.06,34.11,23.62,70.04,151.96,79.98,58.42,71.52,17.02,104.14,0.64,151.13,155.57,212.36,55.69,15.55,8.85,4.56,39.12,,2.25,1.98,100.06,32.42,87.31,80.82,6.26,9.72,6.12,15.91,10.5,1.24,4.46,11.23,3.26,8.21,9.68,14.81,,,,,,,,,,,,
2017-11-27,6.6,8.62,11.34,95.32,21.86,15.97,28.05,23.91,20.79,58.59,54.88,36.6,36.24,16.63,28.42,0.3,121.67,77.28,101.99,69.71,9.91,9.11,4.23,42.97,,3.5,1.92,73.78,27.12,117.12,59.06,6.06,7.17,10.27,17.34,17.51,0.69,5.81,13.0,3.05,8.76,11.49,14.95,,,,,,,,,,,,
2017-11-28,2.56,14.68,28.68,83.99,22.72,15.9,32.14,25.65,66.93,126.68,60.5,81.22,48.51,16.89,261.0,3.35,97.39,109.53,96.04,55.08,14.73,8.22,1.85,41.08,,3.76,1.87,83.19,22.05,129.3,69.33,6.27,2.76,10.66,20.52,20.72,1.1,7.14,12.0,3.42,35.35,19.55,20.79,,,,,,,,,,,,
2017-11-29,5.23,10.83,62.56,87.53,22.71,14.37,65.68,25.18,183.95,223.09,105.96,164.9,149.53,18.83,205.36,0.5,218.79,170.9,159.31,14.63,16.7,7.0,2.69,27.49,,2.85,1.9,90.92,31.09,85.94,50.95,6.18,5.82,6.2,15.84,6.98,1.23,14.98,14.6,2.83,120.18,142.95,40.21,,,,,,,,,,,,
2017-11-30,4.69,5.43,67.29,67.31,22.88,14.35,44.08,22.95,65.11,177.9,71.29,133.64,82.89,16.6,,16.18,109.32,103.8,164.4,40.22,23.95,,3.77,23.39,,3.97,2.0,86.92,21.06,59.05,24.24,6.14,5.92,6.91,14.53,10.28,10.5,5.07,13.14,3.0,100.31,78.06,40.52,,,,,,,,,,,,
2017-12-01,4.58,11.77,34.97,70.77,22.23,15.65,35.16,24.28,77.96,110.48,57.98,113.85,50.01,17.4,,21.1,151.61,79.7,144.63,30.39,30.25,,3.47,34.29,,3.59,2.01,96.96,8.25,31.86,7.76,5.88,5.58,8.43,19.98,7.03,5.12,3.35,10.82,2.6,99.71,167.49,52.7,,,,,,,,,,,,
2017-12-02,7.71,6.08,62.58,49.55,22.09,14.71,31.41,23.89,201.85,151.74,93.61,180.81,44.24,16.84,,11.94,167.64,51.14,208.24,6.14,26.52,,2.87,37.88,,2.91,2.02,79.18,9.03,37.72,30.31,5.89,5.4,6.09,13.65,6.33,4.77,7.4,9.19,2.93,66.98,70.23,25.66,,,,,,,,,,,,
2017-12-03,0.97,1.3,21.78,57.39,20.55,13.4,27.66,22.59,84.31,108.95333333333336,94.21,154.56,68.12,16.67,,8.51,184.79,41.52,204.48,5.49,17.65,,4.11,27.47,,5.37,1.98,66.72,12.73,59.08,19.27,5.66,5.33,6.5,14.3,6.39,5.13,8.24,11.48,3.26,42.1,67.4,25.74,,,,,,,,,,,,
2017-12-04,4.02,6.35,25.96,49.01,21.99,15.81,23.91,22.67,147.51,66.16666666666669,81.22,147.36,62.16,16.48,,8.01,238.5,51.89,202.11,5.78,12.7,,6.71,32.72,,7.42,2.04,47.23,14.55,35.09,7.66,5.93,5.13,5.2,12.2,6.46,3.87,7.84,11.14,3.59,34.41,31.23,22.33,,,,,,,,,,,,
2017-12-05,3.7,19.59,32.13,77.1,22.48,15.92,20.16,22.96,127.28,23.38,50.64,102.03,28.93,16.54,56.95,5.12,173.96,21.42,129.48,5.9,7.53,,3.54,18.88,,9.51,2.053333333333333,47.7,9.27,42.08,2.01,6.12,5.15,5.1,10.76,6.86,3.76,15.36,11.21,3.63,16.75,17.84,17.03,,,,,,,,,,,,
2017-12-06,1.6,18.76,31.09,79.54,22.97,16.0,6.48,25.0,16.03,17.31,20.82,16.18,19.42,16.18,14.36,3.31,38.39,15.99,16.8,5.46,10.38,,,20.07,4.02,6.13,2.0666666666666664,8.1,8.93,9.28,3.7,6.21,6.17,5.29,11.0,3.24,4.08,13.35,10.95,3.06,8.98,9.21,17.44,,,,,,,,,,,,
2017-12-07,4.26,6.82,18.02,80.39,21.61,16.06,10.28,25.79,16.05,19.77,18.72,5.38,16.21,16.59,14.79,30.61,43.93,19.74,28.09,7.19,9.46,,,31.91,4.9,7.12,2.08,19.15,14.67,27.74,3.21,7.01,6.42,6.61,12.43,8.88,5.26,8.2,11.18,3.34,9.02,11.32,14.69,,,,,,,,,,,,
2017-12-08,5.56,3.86,23.4,74.9,20.85,16.16,11.95,24.43,20.15,25.69,17.83,17.82,18.08,16.29,14.22,9.59,47.84,26.39,28.47,5.58,10.19,,,57.67,3.39,23.58,1.92,31.82,19.37,22.18,6.54,1.23,1.29,1.05,8.72,1.46,3.2,6.41,11.57,8.55,11.32,9.31,18.6,,,,,,,,,,,,
2017-12-09,6.1,10.14,136.74,54.96,22.07,16.06,26.76,24.88,63.02,112.82,38.17,72.17,39.74,16.37,59.56,11.93,97.85,102.63,103.77,5.9,9.49,,,42.52,3.71,18.18,1.87,38.13,21.28,29.78,15.16,1.35,1.17,1.61,14.4,1.18,3.82,12.23,12.75,9.16,66.9,75.315,28.4,,,,,,,,,,,,
2017-12-10,1.73,16.77,112.77,59.07,22.61,14.97,,25.26,90.64,188.53,47.04,143.19,60.51,16.46,99.88,11.03,179.67,182.25,144.66,26.28,9.51,,,30.89,8.13,3.99,2.04,33.67,9.25,4.65,23.97,1.84,1.6,3.55,,9.15,6.08,11.84,13.29,18.17,48.58,141.32,28.52,,,,,,,,,,,,
2017-12-11,4.93,8.91,110.69,97.87,23.07,15.63,,23.34,141.55,189.77,67.51,175.22,60.37,16.46,184.16,11.22,162.65,178.27,142.33,28.06,10.92,,,25.25,3.84,6.83,1.97,25.9,8.0,,4.18,2.09,4.9,5.8,,14.99,14.17,11.38,10.46,3.96,47.33,33.96,19.72,,,,,,,,,,,,
2017-12-12,7.97,21.61,42.92,59.89,23.6,16.34,,27.71,31.49,28.07,11.39,20.89,16.89,16.28,26.66,16.29,22.24,18.33,4.68,15.98,24.26,,,34.07,5.05,7.03,1.9,25.21,12.02,,6.89,2.28,3.08,7.31,,38.8,8.57,32.17,9.12,5.34,60.41,50.99,23.54,,,,,,,,,,,,
2017-12-13,7.2,37.79,28.12,71.8,22.6,16.18,,25.25,27.73,17.94,15.65,10.26,14.5,16.21,14.27,12.78,17.45,16.1,4.79,20.79,13.16,,,36.47,5.22,6.65,2.05,24.35,11.17,,6.54,1.71,2.16,4.8,,24.01,6.88,12.37,10.85,8.22,19.12,11.08,12.36,,,,,,,,,,,,
2017-12-14,5.81,1.73,27.74,68.92,23.21,16.3,,25.88,20.64,17.43,13.39,9.93,11.75,16.89,14.25,9.67,23.01,15.2,4.43,11.42,12.84,,,37.51,3.57,9.6,1.97,23.33,8.91,,4.83,1.74,1.46,0.91,0.67,2.77,5.17,29.16,14.0,7.18,13.09,10.29,8.39,,,,,,,,,,,,
2017-12-15,4.19,6.82,25.41,59.84,23.32,16.53,38.7,26.35,20.79,20.12,12.31,10.93,11.61,16.5,13.07,13.47,19.33,28.38,5.85,7.54,10.54,,,99.82,3.34,7.52,1.95,25.17,8.93,,7.38,2.34,3.72,1.5,3.28,6.08,4.71,12.72,8.5,3.94,12.2,13.19,9.26,,,,,,,,,,,,
2017-12-16,8.77,37.77,24.17,73.875,22.03,16.41,38.8,24.52,20.81,16.22,11.28,6.955,11.59,16.52,10.965,10.36,14.56,20.38,4.34,6.33,10.66,,,31.12,3.245,6.5,2.27,24.95,9.67,,4.59,2.89,4.63,11.0,7.21,15.74,5.23,13.4,7.72,3.45,13.54,16.09,7.57,,,,,,,,,,,,
2017-12-17,7.29,23.36,17.91,87.91,20.42,16.24,28.71,23.75,16.35,9.1,10.36,2.98,10.54,16.62,8.86,10.6,9.79,17.5,3.04,5.7,9.74,,,22.56,3.1500000000000004,1.95,1.99,25.57,12.93,,8.04,1.9,4.21,10.57,12.57,13.4,8.01,10.6,6.83,3.36,21.05,16.05,9.71,,,,,,,,,,,,
2017-12-18,7.63,18.69,63.88,88.77,20.03,16.35,37.14,22.81,20.68,12.72,8.72,5.22,12.52,17.01,13.48,11.39,13.16,20.11,3.66,7.16,8.82,,,25.61,3.0550000000000006,2.26,2.05,24.83,9.83,0.34,3.65,1.32,1.38,2.84,9.39,1.92,5.17,9.76,9.47,3.79,19.75,20.84,8.58,,,,,,,,,,,,
2017-12-19,2.74,4.86,40.76,86.0,20.97,16.64,43.595,23.23,39.29,61.64,14.23,25.37,23.63,16.57,59.66,12.11,87.99,51.96,25.97,17.88,9.78,,,14.98,2.96,6.61,2.15,25.17,15.53,3.455,11.6,1.77,7.82,6.67,14.57,12.27,6.24,9.09,6.77,3.51,81.96,91.63,32.08,,,,,,,,,,,,
2017-12-20,6.77,10.25,61.65,87.9,22.16,16.98,50.05,21.73,58.86,49.86,29.27,61.66,19.71,16.36,87.15,14.74,94.68,72.68,40.71,8.72,10.22,12.15,,25.37,4.57,4.91,2.19,27.08,21.46,6.57,19.55,3.15,13.21,18.94,22.47,25.67,12.63,10.68,7.33,3.72,144.69,134.42,63.32,,,,,,,,,,,,
2017-12-21,7.02,4.24,12.63,91.42,21.56,17.68,56.505,21.5,34.36,39.81,20.98,26.66,19.1,,44.24,16.48,84.52,33.51,18.84,7.78,10.64,10.7,,23.51,1.78,4.99,2.24,20.54,19.06,135.45,8.01,2.05,6.75,11.86,21.59,28.71,37.47,18.99,7.57,3.66,77.84,51.47,36.61,,,,,,,,,,,,
2017-12-22,7.51,29.44,30.41,83.62,21.42,17.22,62.96,23.21,22.26,13.31,15.4,8.57,13.63,,17.99,16.61,29.38,23.71,7.64,5.95,10.26,9.41,,25.48,1.56,2.11,2.24,5.73,14.81,,2.75,1.91,20.65,8.97,19.68,40.86,36.16,29.85,7.45,4.29,10.99,16.29,7.58,,,,,,,,,,,,
2017-12-23,5.24,27.63,70.66,78.37,21.28,16.99,67.21,23.56,23.88,37.7,15.46,16.55,14.16,,47.55,16.58,61.18,44.45,10.08,25.81,10.17,9.85,,26.53,4.49,2.73,2.27,6.3,54.96,,46.5,1.66,2.34,6.86,13.81,7.34,29.18,23.99,8.84,4.08,49.48,32.47,9.53,,,,,,,,,,,,
2017-12-24,3.75,19.69,13.1,72.49,22.51,16.28,92.75,21.49,126.37,122.42,49.96,91.91,21.17,,176.54,26.81,193.83,150.42,63.78,19.89,10.68,9.33,,25.49,3.26,4.17,2.31,7.72,33.1,,93.7,3.36,2.46,4.25,14.38,13.35,24.02,19.46,7.85,3.99,27.65,30.84,19.35,,,,,,,,,,,,
2017-12-25,1.69,6.88,33.89,76.49,22.21,17.07,66.09,20.99,49.03,125.97,49.75,93.63,25.73,,122.15,30.78,158.44,100.59,31.58,29.6,9.98,8.969999999999999,,24.450000000000003,5.03,4.22,2.33,8.0,32.69,,24.67,3.82,2.08,3.73,11.21,20.08,12.93,15.69,7.06,3.71,18.35,28.56,17.2,,,,,,,,,,,,
2017-12-26,4.97,16.37,21.98,85.1,22.23,16.45,59.6,22.54,42.15,84.39,32.44,56.32,29.04,,140.83,30.58,92.78,77.12,20.9,15.17,9.83,8.61,,23.41,4.32,4.16,2.21,7.08,51.87,,62.49,2.34,3.21,7.24,20.93,7.33,0.3,34.35,6.11,3.78,41.03,36.26,18.53,,,,,,,,,,,,
2017-12-27,9.59,15.87,33.79,80.32,23.17,15.97,71.9,22.33,63.48,57.23,46.24,80.83,47.26,,87.13,34.78,113.73,144.73,35.46,26.95,5.65,9.37,,13.21,1.65,4.19,1.83,8.73,29.07,,86.69,1.69,2.98,3.46,13.7,8.64,,18.33,9.31,3.82,61.7,35.3,21.07,,,,,,,,,,,,
2017-12-28,10.95,28.26,18.36,92.5,22.4,15.16,81.13,20.58,55.27,229.14,45.99,156.08,53.76,,166.01,32.69,203.44,170.3,70.65,43.47,5.76,10.14,12.36,12.91,2.15,4.08,1.92,5.98,26.66,1.64,2.88,1.93,3.48,13.1,15.45,15.95,,31.34,16.98,6.28,94.17,56.34,30.15,,,,,,,,,,,,
2017-12-29,6.14,9.07,10.77,89.26,21.79,15.02,51.08,20.01,44.16,194.32,7.35,117.01,43.07,,151.45,22.12,174.53,142.14,51.115,30.55,8.55,10.72,33.57,17.84,2.13,4.07,1.91,5.9,22.5,148.04,13.845,1.88,14.68,10.62,13.94,21.91,,14.97,14.66,4.03,57.3,29.48,21.74,,,,,,,,,,,,
2017-12-30,4.6,2.43,43.62,78.63,21.65,15.65,69.0,20.77,60.06,139.72,6.88,136.81,19.61,,124.21,26.19,182.29,159.5,31.58,14.9,7.3,13.59,17.28,15.59,1.62,2.89,1.94,6.72,12.12,3.35,24.81,2.3,6.38,4.54,10.19,51.04,,22.18,14.35,11.01,21.42,17.89,11.35,,,,,,,,,,,,
2017-12-31,5.51,1.62,30.96,81.51,21.86,15.54,56.0,20.79,58.83,329.6,6.76,108.79,7.32,,160.97,26.02,223.44,191.77,65.31,6.85,7.77,15.66,17.55,16.14,,2.01,1.94,8.56,14.36,1.39,8.34,2.55,14.18,6.16,11.96,30.78,,5.02,14.94,5.57,12.52,16.05,7.83,,,,,,,,,,,,
