Date,AP001,AP005,BR007,DL002,DL004,DL007,DL008,DL012,DL013,DL014,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,DL034,GJ001,HR014,JH001,KA003,KA005,KA009,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,DL003,DL009,DL010,DL015,DL016,DL018,DL024,DL026,DL027,DL032,DL037,DL038
2019-01-14,2.91,20.25,5.5,125.88,4.39,99.08,8.36,17.83,5.57,14.9,15.86,4.05,7.82,14.26,5.49,8.23,14.13,187.35,3.55,9.04,10.15,9.95,6.23,26.5,7.71,7.32,2.6,24.32,8.09,10.48,6.96,1.42,2.95,0.77,9.25,1.88,8.01,2.85,10.52,3.28,8.47,12.24,14.12,14.33,16.03,15.74,10.42,12.17,10.12,9.56,19.69,13.4,4.29,3.34,17.57
2019-01-15,5.68,18.07,17.7,191.67,5.31,133.5,45.21,27.99,13.03,38.83,16.79,14.64,19.02,28.27,16.24,22.35,33.82,138.51500000000004,29.96,6.96,23.74,9.72,13.41,38.57,6.78,0.98,2.58,25.43,27.79,66.14,21.89,1.2,3.15,3.12,5.18,2.21,5.95,2.31,10.63,3.26,13.65,13.41,17.05,22.65,25.89,39.87,24.68,59.86,61.88,33.29,36.36,23.52,43.97,16.79,39.94
2019-01-16,3.49,2.43,24.82,140.5,11.73,153.94,154.21,81.53,74.49,172.42,45.62,112.33,45.92,116.48,98.29,76.77,147.69,89.68,174.36,101.89,124.85,10.03,7.34,41.66,7.33,4.79,2.42,30.51,23.68,74.04,20.13,1.2,3.42,1.18,6.42,6.7,8.94,2.58,11.09,3.42,36.78,55.11,42.35,111.6,40.94,98.81,104.44,238.8,220.13,106.39,159.66,88.85,158.88,123.33,107.27
2019-01-17,3.46,5.7,21.95,307.49,17.68,206.39,112.0,99.51,87.41,150.76,49.71,111.08,66.88,82.825,106.83,74.83,169.89,143.77,192.66,96.21,123.4,9.99,14.78,30.95,8.94,5.0,2.51,24.63,12.44,45.16,11.1,2.14,5.81,3.36,10.29,14.7,11.78,2.93,11.21,3.37,48.87,36.62,67.43,94.77,134.63,125.8,77.98,147.83,124.39,47.0,186.34,85.81,102.3,78.41,102.82
2019-01-18,5.64,16.19,13.85,235.89,8.76,139.22,38.32,56.71,17.53,69.8,97.57,42.37,51.32,49.17,31.64,38.62,91.2,96.69,47.91,48.24,44.42,9.97,6.58,27.63,5.0,2.72,2.84,17.31,31.45,21.42,24.78,1.67,4.31,2.0,9.77,5.39,9.45,3.6,10.77,3.59,11.37,14.93,15.87,62.88,51.53,78.27,48.61,129.3,137.71,55.48,74.72,55.87,45.26,22.73,53.6
2019-01-19,13.44,26.37,15.63,164.29,13.28,171.5,49.57,86.65,63.95,109.03,225.16,86.35,46.01,84.99,55.12,87.78,153.27,185.46,91.39,32.68,169.68,9.92,8.99,9.15,4.83,3.74,2.54,17.77,34.49,26.777500000000003,24.78,1.32,3.33,2.73,5.79,3.85,9.58,3.68,10.91,3.44,10.49,13.58,14.95,104.71,46.83,130.26,109.51,166.38,141.25,78.72,127.14,124.58,93.89,87.68,134.98
2019-01-20,17.23,35.02,20.84,152.22,29.64,198.08,192.5,111.31,144.33,200.61,166.52,170.01,109.66,142.94,78.39,111.28,190.68,149.27,135.69,49.43,146.8,9.82,5.1,28.27,3.94,1.95,2.23,19.33,18.02,32.135000000000005,12.22,1.42,7.08,5.93,7.62,7.55,12.79,3.97,11.21,3.37,37.77,58.79,44.04,206.25,25.82,193.48,147.97,193.28,179.28,70.38,203.8,242.26,229.61,198.53,259.8
2019-01-21,7.53,20.65,51.71,82.15,49.41,87.82,115.44,32.09,70.89,113.68,52.19,67.89,21.27,88.34,49.07,32.51,76.92,38.25,9.86,78.38,28.2,10.16,6.97,47.39,4.24,2.47,1.12,18.18,7.17,37.49250000000001,8.28,1.72,3.38,1.58,5.04,8.91,7.58,3.56,11.16,3.36,74.72,31.1,70.68,63.73,10.92,28.01,73.3,85.98,71.59,40.18,29.44,33.75,102.08,61.93,155.34
2019-01-22,20.01,20.44,48.09,30.44,12.87,73.55,9.45,17.46,7.31,28.29,10.32,10.9,5.45,22.35,11.67,6.72,13.96,15.87,4.73,26.17,23.79,9.92,13.71,12.33,5.25,11.46,1.13,19.78,10.95,42.85,8.84,1.41,4.29,18.39,5.27,3.37,4.2,3.49,11.03,3.69,7.07,13.28,13.93,1.78,11.87,9.2,8.39,18.76,9.65,12.37,5.61,2.96,6.05,4.93,47.66
2019-01-23,4.15,34.77,62.02,159.08,17.62,107.06,7.37,53.11,29.16,80.62,47.37,59.46,29.36,48.44,43.6,31.14,60.97,84.38,27.51,40.08,32.65,9.72,11.41,36.86,4.72,3.97,1.02,17.8,10.05,17.29,10.31,1.4,2.93,0.55,5.14,1.94,5.45,3.54,10.77,3.74,10.0,14.92,15.2,54.52,65.79,58.97,51.48,113.91,126.07,60.63,64.36,39.11,44.49,25.34,80.08
2019-01-24,6.36,32.41,57.97,81.06,15.69,102.11,7.5,42.41,18.41,43.48,37.09,33.24,15.75,40.96,30.35,23.92,51.86,51.94,16.32,18.26,40.73,9.51,5.91,18.5,4.37,0.81,1.08,14.74,9.0,8.08,7.76,1.49,3.91,1.59,10.54,2.73,8.69,2.95,10.79,3.61,45.25,70.17,47.47,15.13,39.34,48.1,24.87,94.36,70.43,44.17,48.12,20.51,23.55,19.51,64.71
2019-01-25,3.87,52.11,54.13,75.43,5.92,86.25,12.27,21.51,4.48,15.23,13.12,7.71,7.3,19.9,8.55,8.61,21.04,17.28,4.68,11.03,17.31,9.54,8.11,25.33,4.35,1.66,0.97,16.16,10.3,64.91,7.75,1.26,2.86,0.47,4.79,2.74,6.72,5.35,11.02,3.67,91.95,63.26,60.19,7.17,28.09,12.74,7.71,23.93,9.64,13.14,14.65,4.28,3.14,4.18,15.26
2019-01-26,2.65,14.33,15.48,80.24,7.44,90.03,12.68,20.9,3.78,10.18,13.4,4.02,5.9,19.23,3.95,6.18,15.03,15.36,2.19,16.22,19.5,9.44,6.05,24.27,4.1,2.04,0.93,16.8,9.24,128.82,7.33,1.13,2.97,0.5,5.0,1.87,7.98,1.77,10.76,3.14,15.08,11.86,14.18,25.0,31.5,7.44,6.55,18.06,12.96,9.34,12.15,3.26,4.11,2.8,17.2
2019-01-27,2.38,2.37,6.96,126.8,4.71,88.12,12.2,26.17,5.49,11.31,24.87,3.85,9.74,19.45,6.1,5.27,19.35,17.12,4.11,18.13,15.82,9.67,4.26,20.51,4.1,0.73,0.92,13.76,10.28,9.92,8.62,1.31,4.46,2.5,7.76,2.79,16.1,2.48,10.82,3.3,9.71,13.11,12.07,17.01,17.29,13.69,10.18,29.23,23.24,14.73,20.66,8.71,3.41,3.82,20.42
2019-01-28,5.29,6.2,8.21,139.34,7.4,121.73,9.85,16.62,6.61,13.23,11.43,3.37,9.36,21.04,11.58,8.36,25.14,20.4,5.45,22.56,46.94,9.53,6.26,12.52,4.14,0.39,0.99,14.92,22.03,10.29,11.11,1.13,4.47,1.4,5.44,2.83,15.05,1.81,10.76,3.22,7.18,13.27,12.06,21.93,25.54,22.97,16.93,40.74,26.84,19.09,30.59,11.34,4.96,5.02,25.98
2019-01-29,5.5,5.36,5.43,174.14,15.26,120.88,16.79,23.21,12.69,18.18,13.86,15.51,18.77,33.21,19.68,14.62,40.68,33.02,13.83,16.1,28.79,9.69,6.89,16.64,4.25,0.73,0.97,16.31,16.96,10.24,8.95,1.25,3.59,3.27,6.92,2.7,21.42,2.26,10.66,3.21,11.6,10.14,12.85,23.43,37.15,37.29,24.41,69.78,67.23,30.17,41.67,25.21,23.25,9.41,37.93
2019-01-30,5.98,2.97,9.29,228.95,10.41,113.68,24.08,51.41,36.71,58.7,22.07,62.54,46.1,54.16,48.97,48.15,88.24,72.23,42.67,34.37,91.15,10.25,10.76,19.8,4.16,5.64,0.95,19.24,18.3,10.19,11.14,1.29,5.18,2.34,5.5,6.73,8.86,2.52,10.54,3.17,27.16,37.18,27.34,61.9,41.48,61.14,57.37,120.9,81.26,48.58,81.94,61.53,71.25,41.25,71.25
2019-01-31,5.14,2.8,68.88,115.67,10.28,85.12,56.4,57.95,49.99,145.98,26.67,108.35,53.12,86.43,88.8,63.24,114.44,97.84,58.21,37.91,97.52,10.15,7.77,22.96,4.34,2.17,0.95,16.11,6.59,10.64,8.83,1.21,5.31,1.06,7.63,4.38,13.22,2.81,10.82,3.48,84.63,95.87,60.42,72.83,34.25,61.21,62.94,160.1,132.24,38.9,95.82,67.14,90.8,55.67,131.02
2019-02-01,5.4,11.78,82.01,68.09,8.59,73.63,23.85,20.24,9.31,15.35,8.52,15.66,11.05,38.92,16.48,9.84,24.01,30.34,6.55,17.85,38.21,10.34,10.45,6.64,4.26,4.66,0.95,11.47,7.28,15.87,8.76,1.39,3.28,0.75,5.02,2.51,10.6,2.82,10.77,3.4,41.84,43.24,33.45,12.36,10.63,14.69,18.6,42.71,34.12,27.28,20.99,7.75,22.66,8.83,70.26
2019-02-02,29.13,36.94,23.97,107.9,7.39,63.16,11.35,16.43,7.29,11.87,9.04,4.23,9.79,25.13,4.18,7.77,15.64,18.91,4.01,13.12,16.6,9.58,4.71,34.63,4.01,1.75,0.99,11.01,8.09,19.77,8.3,1.26,3.72,0.92,4.69,4.49,9.72,2.44,10.72,3.32,20.96,17.43,24.39,8.6,14.94,14.26,14.24,18.64,18.74,13.11,18.82,8.53,4.75,6.69,24.79
2019-02-03,6.08,28.37,9.5,93.97,9.19,53.85,,17.97,8.0,13.97,10.26,7.39,10.34,31.48,5.15,11.74,23.86,33.09,6.68,11.01,24.31,9.73,3.95,14.97,3.79,1.29,0.96,15.4,8.42,24.5,10.34,1.38,3.05,0.52,4.08,2.19,8.86,2.57,10.95,3.15,7.44,8.45,3.53,12.94,14.73,14.51,21.15,24.07,28.21,23.58,21.93,11.0,25.91,10.1,37.41
2019-02-04,3.04,6.02,10.45,146.33,10.05,65.6,,62.66,29.88,40.21,19.72,53.11,34.85,54.46,32.9,36.3,73.02,95.05,35.03,46.91,115.13,9.56,3.93,19.48,3.93,1.75,0.93,18.46,7.75,20.63,9.67,1.94,3.2,0.42,4.54,1.78,6.35,1.79,10.82,3.24,8.77,12.07,2.55,58.86,34.99,54.47,56.44,103.78,87.77,46.57,73.13,44.33,78.59,55.15,114.61
2019-02-05,13.08,40.38,10.21,294.95,17.72,79.18,,89.64,98.63,140.52,41.0,186.89,104.1,139.56,153.14,109.76,187.12,130.46,108.03,61.13,437.85,9.13,4.65,23.99,3.69,1.76,1.21,18.18,8.42,22.98,9.51,1.63,3.31,0.64,5.18,2.17,6.82,3.15,10.53,3.16,21.09,49.94,21.18,141.11,77.07,112.46,102.86,154.5,128.1,66.37,218.6,154.98,204.15,145.29,206.06
2019-02-06,15.23,53.82,13.27,52.55,10.2,52.86,,21.11,30.81,49.11,15.55,56.11,16.1,66.77,9.73,28.24,46.96,22.8,7.71,9.02,33.66,9.51,5.79,28.5,3.76,1.28,1.0,16.11,9.75,22.27,12.01,2.59,4.62,2.99,4.56,4.37,7.97,2.44,10.97,5.59,14.71,81.01,20.65,36.26,13.79,14.04,63.24,71.12,82.49,47.2,43.23,15.32,61.87,32.78,82.77
2019-02-07,7.69,58.1,15.53,47.68,10.17,48.26,,13.4,4.75,20.82,7.88,4.34,5.3,19.84,2.76,4.9,13.59,14.29,2.93,10.62,36.56,9.59,6.42,14.28,3.84,2.84,1.03,15.23,8.44,22.52,10.04,1.86,2.98,0.39,4.65,2.18,4.05,3.64,10.55,3.56,6.49,8.8,3.32,3.46,4.7,4.22,9.18,15.75,6.35,16.68,9.35,2.98,8.46,4.29,22.37
2019-02-08,2.61,41.61,7.71,163.78,11.75,66.26,12.81,44.91,8.23,27.21,11.23,18.8,16.91,30.62,13.04,13.83,36.95,42.68,16.68,10.13,39.46,9.6,7.91,12.12,3.79,1.72,0.98,11.87,6.66,21.56,7.91,5.49,14.33,1.6,5.83,16.26,8.49,3.01,10.83,3.64,16.62,15.22,5.12,29.24,31.24,26.17,35.48,41.14,52.73,25.92,44.85,17.28,16.11,9.83,50.57
2019-02-09,6.38,12.42,25.85,139.41,21.44,63.66,14.93,24.52,6.75,14.27,10.12,6.96,14.26,23.72,17.42,8.34,26.56,22.3,8.76,15.39,13.57,9.27,8.38,9.96,3.97,2.02,0.96,12.28,17.79,23.15,8.82,2.93,10.22,1.74,6.48,6.38,32.37,2.57,10.89,3.42,5.72,9.11,3.31,22.38,28.81,22.75,17.51,34.15,36.92,21.29,24.77,10.26,9.53,5.3,27.7
2019-02-10,1.02,4.18,18.66,212.37,22.79,59.7,24.02,53.73,8.41,31.58,20.26,24.79,43.82,42.18,40.17,29.98,73.12,47.77,24.74,20.48,89.57,9.42,,12.510000000000002,3.68,1.26,1.01,14.04,20.49,26.56,16.26,1.83,2.74,1.93,8.56,2.02,18.995,3.25,10.75,3.42,6.95,6.92,3.66,52.01,56.57,40.74,33.72,109.49,119.78,51.9,70.83,30.54,39.08,10.04,63.21
2019-02-11,3.19,3.08,22.73,230.73,19.84,55.12,26.46,78.14,15.23,51.91,22.87,66.89,58.31,63.25,97.73,43.15,111.04,100.46,61.42,14.6,119.85,9.44,,15.060000000000002,3.67,2.28,0.9,14.03,14.48,21.99,12.53,1.79,3.36,0.35,3.83,1.87,5.62,1.94,10.51,3.13,14.04,14.03,13.61,84.3,94.44,77.95,62.02,167.77,196.85,94.63,116.77,50.82,76.4,18.42,98.21
2019-02-12,4.03,3.32,52.38,200.26,22.58,54.27,29.62,68.76,16.52,76.57,28.63,85.49,35.61,59.87,124.02,9.13,146.88,133.15,92.55,50.93,168.88,9.67,,17.610000000000003,3.73,1.48,0.9,16.61,10.17,21.56,10.86,1.91,3.77,0.7,7.11,2.69,7.58,1.82,11.15,3.19,26.59,42.07,31.04,93.47,89.38,65.75,59.13,231.15,191.57,83.81,140.03,68.45,66.44,20.51,91.06
2019-02-13,3.01,4.22,26.06,136.3,18.31,48.22,50.23,55.67,19.94,56.75,22.93,49.47,39.73,47.02,95.94,27.96,140.65,69.96,65.75,45.8,171.39,9.41,,20.16,3.77,1.19,1.08,18.51,7.62,21.94,11.13,1.72,4.33,1.43,4.86,2.98,8.29,2.13,11.14,3.12,105.42,90.75,82.86,48.07,40.93,53.87,65.3,192.44,171.34,87.47,99.93,40.94,82.95,41.89,109.28
2019-02-14,15.49,30.85,15.33,61.62,22.05,33.89,39.07,15.6,16.02,34.84,10.64,38.12,8.67,32.8,36.13,17.81,66.16,17.57,7.43,19.59,15.31,9.61,,41.62,3.6,1.97,0.87,19.34,8.51,21.67,13.0,1.94,3.4,1.2,4.05,3.59,23.47,1.81,10.7,3.27,109.43,69.95,81.04,15.69,7.39,8.98,32.67,44.03,52.64,29.08,35.2,17.88,31.76,17.53,51.3
2019-02-15,2.29,3.61,14.94,102.69,19.57,59.57,25.46,28.09,8.44,23.38,7.5,10.78,15.31,31.4,34.87,13.38,20.48,26.99,9.33,20.61,84.94,9.2,,23.7,3.6,6.54,0.98,17.87,9.1,21.67,9.42,2.75,2.78,0.45,9.07,3.67,5.59,3.4,10.49,3.4,6.15,10.0,7.58,16.75,20.78,23.84,18.64,39.11,37.19,26.51,34.31,10.04,17.04,8.83,54.35
2019-02-16,2.59,24.49,9.05,123.12,18.07,73.23,15.62,13.17,6.41,26.76,7.56,3.1,6.31,26.67,9.65,15.9175,17.12,16.02,2.77,32.07,2.18,9.14,,18.28,3.78,6.5,0.9,16.61,10.45,21.46,8.06,4.13,5.1,1.48,5.24,13.14,19.05,2.82,10.63,3.41,6.34,9.67,7.4,12.11,11.76,12.85,11.02,9.64,10.55,11.26,12.33,8.51,3.06,4.96,24.55
2019-02-17,1.38,6.96,4.25,156.11,19.0,25.11,17.45,17.1,6.68,30.140000000000004,7.65,3.84,18.29,30.35,13.3,18.455,26.19,17.71,10.97,35.1,44.09,9.08,,12.48,3.71,8.01,0.93,14.68,16.26,21.48,11.16,1.78,3.02,1.92,4.62,1.39,13.2,2.47,10.99,3.4,5.47,8.48,3.09,22.14,13.39,21.7,15.36,31.5,36.54,24.25,20.59,13.14,7.69,10.63,46.01
2019-02-18,7.55,12.68,24.49,80.81,18.605,58.15,26.41,23.3,7.85,33.52,11.705,5.69,17.15,27.035,34.97,20.992500000000003,11.59,22.54,24.07,28.68,68.04,9.01,,20.26,4.4,10.05,0.92,13.04,16.38,14.33,13.77,1.67,3.21,7.11,7.76,2.42,43.1,2.61,10.79,3.45,26.58,15.51,7.15,16.91,22.9,29.82,25.69,75.16,63.52,46.15,48.47,27.07,30.1,15.15,38.04
2019-02-19,8.59,6.19,48.15,98.24,18.21,49.95,37.02,29.5,17.05,51.4,15.76,30.65,11.48,23.72,60.95,23.53,103.7,30.35,19.49,17.55,60.96,9.64,,15.64,3.69,3.05,0.91,11.04,11.43,15.06,14.31,1.64,3.02,0.5,4.2,2.41,11.57,2.34,11.13,3.43,47.5,30.67,28.16,31.2,28.58,54.29,31.78,81.12,80.69,55.1,41.6,18.71,54.83,20.82,66.47
2019-02-20,7.19,17.41,15.93,55.93,18.23,26.51,21.06,31.48,12.48,51.89,12.57,41.71,19.67,26.86,69.66,32.75,135.24,34.32,23.77,64.13,23.17,9.6,,26.92,3.63,2.15,0.92,12.33,8.86,16.25,15.02,1.94,3.22,0.49,7.51,2.36,11.77,8.37,10.93,3.37,37.75,51.52,26.77,22.78,23.78,53.36,32.16,97.71,81.16,49.46,38.27,10.52,25.76,19.24,94.64
2019-02-21,18.66,24.02,19.26,75.18,19.16,51.45,30.38,34.33,23.63,55.6,15.79,37.3,23.36,23.26,63.18,32.01,105.54,35.47,24.5,8.83,18.64,9.87,,25.33,3.59,2.09,0.99,16.52,9.78,16.01,13.17,1.78,3.07,0.47,4.06,2.31,12.77,4.03,10.87,3.53,38.56,32.41,37.79,41.39,28.08,60.98,52.58,125.56,108.31,82.84,53.96,21.19,57.0,40.8,105.88
2019-02-22,26.53,10.35,18.53,93.96,19.35,62.0,16.78,18.24,17.86,28.48,11.94,16.65,14.1,18.55,18.89,18.32,68.91,28.1,21.98,16.2,8.61,10.04,,34.97,14.69,1.7,1.02,15.11,11.01,16.23,9.32,4.23,3.44,0.72,4.14,4.52,12.32,4.07,11.45,3.55,23.28,17.84,20.16,29.27,21.38,15.21,23.89,29.44,23.76,13.54,35.43,38.96,13.42,27.34,44.06
2019-02-23,43.76,11.2,6.53,37.14,19.33,42.25,8.52,11.31,3.99,6.04,6.19,1.19,5.69,20.57,4.98,5.19,9.86,11.74,3.11,12.42,10.37,9.3,,43.96,3.64,2.35,0.95,12.45,12.53,16.86,8.37,2.96,3.23,3.11,4.48,4.3,10.89,7.89,11.36,6.53,5.33,7.63,2.45,16.39,14.23,7.34,8.45,9.57,7.6,11.0,6.97,2.03,1.79,1.83,22.14
2019-02-24,18.77,14.69,4.57,26.94,19.28,58.21,10.12,21.47,4.04,13.17,9.5,3.31,7.31,22.0,11.36,8.71,44.05,17.72,9.29,56.57,16.75,8.94,,35.86,3.53,10.26,0.91,12.75,9.9,16.15,12.86,1.92,3.02,0.75,4.08,4.15,9.1,5.93,11.39,2.27,7.32,8.79,1.07,15.19,22.6,26.32,11.82,47.25,68.08,30.61,22.69,11.93,3.99,5.56,38.29
2019-02-25,3.59,16.54,15.17,12.97,17.02,82.63,13.53,38.53,12.96,47.56,13.78,7.69,11.37,21.99,29.98,14.56,111.56,24.71,24.98,42.41,38.96,9.25,,34.43,4.21,6.84,0.9,12.67,15.34,15.09,12.2,1.76,2.77,0.39,4.03,1.37,4.4,2.69,11.3,2.92,39.05,20.08,8.12,10.25,32.75,51.23,21.88,124.99,104.26,55.27,43.19,11.65,47.73,12.32,28.16
2019-02-26,3.89,8.1,32.56,9.32,12.07,64.34,12.82,20.47,12.58,46.75,9.07,16.89,9.72,24.83,33.03,12.47,43.21,22.6,4.45,13.19,18.05,9.09,,11.11,3.87,1.89,0.91,8.77,8.78,14.52,12.05,2.91,3.86,3.64,9.91,2.59,10.77,3.7,11.01,3.56,7.13,9.14,4.1,15.3,7.76,18.13,29.54,47.27,46.22,40.03,23.39,5.26,19.14,13.5,53.37
2019-02-27,2.82,7.046666666666667,28.22,19.35,12.4,28.4,8.05,34.43,5.54,21.53,7.24,15.175,5.85,23.26,14.85,6.56,38.43,15.92,3.81,12.26,14.9,8.95,,13.69,3.64,1.46,0.92,6.31,12.47,11.87,12.99,1.88,3.96,5.33,8.42,1.57,10.44,2.08,10.62,3.87,10.8,2.87,1.15,4.99,37.48,10.96,12.46,20.18,10.41,25.6,26.42,1.71,4.61,9.04,30.39
2019-02-28,3.23,5.993333333333334,18.64,28.05,15.5,52.69,16.0,47.81,14.29,52.08,15.3,13.46,21.18,27.66,46.09,26.67,99.26,47.87,15.91,14.07,36.49,9.03,9.52,11.41,3.77,1.74,0.89,6.09,14.55,12.05,12.35,1.6,3.29,0.94,4.49,2.02,10.39,2.27,4.05,20.35,6.41,8.97,3.92,35.27,51.06,33.49,38.11,111.65,81.19,73.47,87.16,37.22,34.86,18.04,61.72
2019-03-01,2.49,4.94,22.75,30.56,14.3,49.43,13.37,41.93,7.59,48.49,15.12,25.58,11.55,28.44,36.79,20.22,121.48,26.24,26.21,14.18,14.61,9.64,12.97,23.63,3.65,3.01,1.02,10.4,6.94,6.38,12.31,1.89,3.13,3.21,8.48,1.73,10.69,1.87,5.08,8.51,18.74,15.07,9.35,37.81,59.89,33.55,30.51,109.44,125.05,65.04,59.16,18.26,22.42,15.26,45.17
2019-03-02,2.9,5.49,40.44,10.98,15.54,37.49,19.17,36.98,9.38,61.86,14.65,43.9,14.77,35.28,48.88,32.74,134.9,41.26,21.78,9.25,22.52,9.4,4.06,23.2,3.36,0.88,0.96,9.33,6.71,5.62,11.6,,2.95,0.26,7.71,2.04,8.8,3.4,28.9,7.76,8.28,15.91,13.66,30.42,29.83,33.15,36.72,118.28,112.63,84.25,63.48,24.15,37.33,13.8,75.16
2019-03-03,5.46,9.16,19.04,6.06,11.02,24.68,11.1,21.94,10.84,44.98,8.87,16.01,6.55,32.48,31.25,18.36,76.59,18.68,6.26,15.88,12.14,9.2,5.6,25.57,3.35,1.7,0.97,10.75,6.54,4.11,12.04,,2.77,0.36,4.01,1.73,9.17,3.42,19.45,9.56,15.22,10.82,8.26,15.02,13.26,20.51,18.5,55.24,51.79,47.54,20.75,7.33,20.5,17.09,58.98
2019-03-04,2.9,9.33,9.39,23.26,14.79,55.98,20.84,61.1,31.5,66.19,17.79,51.91,32.48,38.92,73.59,45.19,18.28,56.34,40.47,9.85,28.49,9.12,6.09,13.1,3.31,1.05,0.8,8.52,7.96,3.94,12.26,,3.36,0.59,4.01,2.71,8.47,2.62,10.06,10.59,6.65,11.8,5.08,34.62,58.46,72.69,36.85,163.1,131.17,21.2,99.29,45.56,34.3,34.73,81.85
2019-03-05,3.11,11.92,9.99,27.18,13.33,40.82,9.78,18.78,5.49,19.06,6.53,5.3,7.46,32.97,14.58,6.3,31.59,17.3,6.41,12.69,10.29,9.27,7.64,8.59,3.36,1.12,0.9,12.44,10.64,4.07,9.19,,3.77,3.62,5.25,2.3,8.53,13.44,183.38,10.14,5.95,13.31,4.59,22.42,23.9,19.01,13.7,38.51,33.56,22.51,25.0,9.25,15.31,3.75,30.0
2019-03-06,2.37,10.3,7.12,76.66,13.36,49.28,9.75,31.56,5.74,35.13,11.54,16.98,9.51,34.34,23.7,20.58,86.51,28.02,18.21,23.56,22.14,9.32,10.34,8.66,3.38,1.84,0.92,13.2,29.71,12.2,18.25,,4.55,3.56,7.78,5.7,9.95,7.51,16.91,10.38,5.11,12.49,5.27,33.22,32.71,33.48,21.58,100.85,89.96,51.69,55.69,17.87,26.17,9.28,56.49
2019-03-07,1.68,7.01,5.51,193.38,11.66,63.49,16.57,51.91,11.02,68.52,15.44,43.06,16.58,41.03,39.7,37.27,127.67,79.81,35.03,34.47,33.49,9.32,31.66,22.74,4.45,3.57,0.77,11.29,9.59,9.96,18.14,1.26,9.62,4.93,9.34,10.83,12.25,4.22,43.18,11.06,32.77,12.78,11.37,49.57,57.54,51.94,43.31,161.89,136.64,71.99,98.73,35.85,53.47,21.3,62.19
2019-03-08,2.15,16.0,7.38,121.4,15.61,63.53,12.99,45.6,7.09,33.78,10.22,18.58,19.29,41.27,33.75,19.73,92.33,47.41,13.75,48.38,32.38,9.14,21.69,25.41,3.35,3.62,0.93,7.37,6.55,1.49,11.59,1.49,2.99,2.71,8.38,1.81,10.29,4.3,16.88,11.06,8.66,14.38,11.05,30.46,60.73,35.37,25.89,124.14,62.78,72.1,89.26,21.9,32.64,14.6,35.36
2019-03-09,2.82,26.94,12.53,90.13,11.71,72.52,10.0,22.53,5.59,13.6,8.4,9.81,6.6,41.39,17.19,10.73,34.12,21.94,4.07,29.23,10.49,9.29,6.93,19.18,3.41,3.47,0.9,56.64,8.73,1.4,9.72,2.44,3.28,1.16,9.43,3.32,12.18,4.31,44.39,11.04,4.92,13.82,8.63,17.85,27.44,14.21,17.62,28.68,25.49,21.92,26.53,3.87,4.58,8.83,24.65
2019-03-10,4.02,18.0,12.75,99.49,14.03,87.5,8.54,23.93,5.93,12.06,9.36,6.31,6.94,43.28,16.62,10.46,32.51,15.48,9.49,10.66,12.15,9.58,3.85,20.703333333333333,3.32,3.54,0.91,11.1,7.11,1.16,9.79,2.7,3.5,1.56,7.875,7.93,11.12,3.03,159.33,11.01,4.83,14.04,9.45,25.19,23.91,23.68,11.11,45.68,55.69,30.83,16.67,4.08,9.22,3.11,37.36
2019-03-11,2.6,16.6,11.42,35.86,12.72,60.02,9.09,27.71,5.47,33.48,12.53,22.4,13.85,47.56,32.85,19.19,32.22,19.97,14.85,17.55,58.21,9.34,6.07,22.226666666666667,3.35,3.45,0.9,11.26,8.31,3.78,10.11,1.72,3.11,0.57,6.32,8.67,10.19,4.24,20.56,11.27,17.24,11.56,12.39,12.41,18.4,33.02,23.94,83.34,97.72,61.18,25.72,7.52,13.04,6.89,68.19
2019-03-12,5.03,15.16,11.56,67.9,13.63,85.7,9.04,18.98,3.64,11.89,6.84,3.2,7.55,42.4,9.65,6.8,21.85,19.77,4.1,34.49,13.13,9.54,7.73,23.75,3.3,3.63,0.93,12.21,9.53,3.37,8.37,3.15,3.56,1.17,7.16,3.44,8.47,4.17,50.23,11.22,6.88,6.48,15.9,2.35,19.48,8.69,10.14,11.68,3.97,11.59,25.98,2.21,1.46,5.24,15.76
2019-03-13,4.4,11.91,7.01,83.03,13.55,66.49,17.87,35.41,8.9,38.34,10.88,16.55,11.39,47.69,35.98,14.28,81.61,35.52,14.88,15.24,16.19,10.07,9.34,22.45,3.7,3.37,0.86,19.65,7.11,5.19,10.28,2.18,2.79,0.28,4.08,2.12,6.28,5.93,38.85,11.21,6.13,6.86,10.66,15.78,42.86,48.0,21.46,101.03,80.27,33.9,46.17,8.86,9.79,9.5,30.9
2019-03-14,14.09,20.49,5.62,101.54,12.59,66.83,16.47,71.14,9.15,44.76,14.58,41.38,22.55,29.6,55.33,22.71,112.36,49.13,19.74,10.75,24.48,9.16,8.85,21.78,3.91,3.36,0.88,12.11,7.8,8.68,10.21,2.66,3.27,0.64,7.82,3.75,5.96,8.13,21.76,11.26,12.68,5.52,11.49,30.17,70.63,64.54,37.61,107.91,101.64,61.4,118.49,23.66,28.36,17.54,42.09
