Date,AP001,AP005,BR007,DL002,DL011,DL013,DL019,DL021,DL028,DL031,DL033,GJ001,HR014,KA003,KA005,KA009,KA010,KL008,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,DL003,DL009,DL010,DL015,DL016,DL018,DL024,DL026,DL027,DL032,DL037
2019-10-20,11.39,61.41,72.53,1.91,,13.31,2.77,10.0,14.815,7.65,10.87,105.73,2.92,6.84,,4.32,6.91,0.68,7.06,10.44,12.04,19.0,4.4,1.53,1.83,2.83,3.8,1.7,5.24,9.3,4.32,4.68,6.64,1.3,21.01,6.47,15.07,16.78,15.46,14.0,14.57,13.36,4.06,5.21,16.64
2019-10-21,8.72,20.41,69.45,1.61,8.89,14.94,3.11,10.29,16.2,7.99,8.79,117.2,2.1,7.59,,4.05,7.92,1.21,7.47,11.16,12.34,15.28,2.14,1.82,1.37,9.89,3.73,2.07,8.35,6.7,4.11,3.51,4.43,0.77,21.32,11.55,15.07,17.79,14.36,13.82,10.85,13.13,4.41,5.65,16.63
2019-10-22,11.26,21.7,53.8,5.85,7.46,17.06,2.34,13.22,10.73,9.91,12.83,113.16,2.13,7.2,7.15,4.8,3.6,1.72,12.37,13.62,12.26,17.63,7.9,0.9,2.03,2.95,5.99,1.56,5.76,5.31,3.36,5.86,8.2,2.05,19.69,12.43,18.27,17.14,12.63,12.84,12.42,11.42,3.29,5.72,14.77
2019-10-23,10.68,23.81,51.61,14.12,17.97,19.56,3.12,19.38,9.76,8.23,13.94,118.83,4.29,6.386666666666667,6.78,4.6,1.75,1.43,13.85,14.43,8.9,19.35,13.16,1.6,2.14,4.82,5.26,1.29,5.14,6.52,3.76,4.06,6.56,5.37,29.83,19.21,25.42,20.48,14.57,17.3,18.31,16.72,3.92,6.6,21.5
2019-10-24,8.21,17.58,52.31,25.97,64.7,23.31,3.86,33.0,13.3,10.8,14.56,119.97,35.59,5.573333333333333,6.73,4.55,2.72,2.18,13.78,11.76,10.35,19.63,34.02,2.0,1.26,3.45,5.33,3.54,24.99,7.64,3.46,5.52,3.64,7.43,24.99,27.97,20.34,19.47,14.36,18.37,20.09,17.88,6.23,6.98,56.56
2019-10-25,5.29,22.24,51.41,21.44,33.4,27.6,3.59,22.48,8.05,11.33,9.26,133.53,35.03,4.76,6.56,4.61,3.05,0.73,15.28,9.3,7.44,14.16,12.54,1.54,1.31,5.33,4.01,1.81,15.5,7.91,2.65,3.15,5.19,5.65,23.06,18.43,18.18,20.89,14.57,15.67,16.93,14.25,4.75,6.68,34.46
2019-10-26,9.54,23.34,51.98,15.61,14.04,7.55,2.9,23.34,12.06,11.02,11.13,88.46,11.3,7.34,6.27,4.58,2.18,1.29,15.87,9.77,7.49,13.7,2.64,1.93,1.12,3.34,4.29,1.96,14.85,14.42,4.96,6.57,7.14,2.5,20.51,15.13,20.73,19.07,13.8,12.86,14.37,14.18,3.65,5.73,26.8
2019-10-27,14.66,26.63,72.29,14.71,6.94,9.48,1.95,20.08,14.79,9.91,5.52,120.11,10.4,9.39,6.86,4.94,3.2,1.58,17.71,18.06,8.71,15.96,8.4,1.75,1.43,2.17,7.05,1.9,17.95,14.875,13.7,9.37,3.99,3.22,21.98,23.97,12.5,30.49,14.79,12.67,18.66,15.01,6.72,5.72,21.73
2019-10-28,18.55,20.81,62.87,23.19,17.49,9.78,2.74,24.05,31.8,14.89,15.56,106.2,50.62,3.92,9.32,6.55,5.3,1.47,34.17,28.48,12.8,26.88,7.1,1.64,2.23,10.04,8.82,2.26,18.66,15.33,9.31,14.0,6.34,4.64,27.55,28.31,15.11,32.88,19.54,19.99,27.58,23.36,8.44,8.24,35.57
2019-10-29,15.46,24.43,69.38,16.83,12.83,10.66,3.17,24.12,21.73,11.95,8.34,110.11,11.12,8.89,9.58,6.05,8.15,1.11,11.65,18.02,10.7,23.19,4.18,1.72,1.99,4.42,5.81,2.19,10.78,5.62,10.74,12.46,3.37,5.81,14.77,17.74,16.68,18.55,12.73,14.0,16.52,15.64,4.72,5.46,16.67
2019-10-30,12.08,20.54,60.47,21.28,8.34,13.0,2.99,26.97,29.52,11.03,20.08,134.66,14.56,8.43,9.71,5.69,7.36,0.97,13.88,14.3,10.49,23.83,3.6,1.79,1.65,3.67,4.9,2.14,4.96,9.48,5.3,3.54,3.75,4.93,15.29,16.09,18.92,18.2,13.74,14.23,15.8,13.3,4.37,5.89,17.28
2019-10-31,11.34,18.43,67.27,17.45,12.06,20.33,4.83,27.45,24.26,11.63,42.86,129.06,21.81,6.84,9.89,5.35,3.95,1.07,10.92,14.08,10.51,20.83,2.59,1.75,1.45,3.8,4.54,2.7,7.36,5.76,5.03,8.01,6.18,2.97,20.47,16.41,16.72,19.07,13.58,14.7,16.24,15.11,4.56,6.16,26.06
2019-11-01,12.65,18.88,68.51,23.63,13.69,19.53,2.73,32.47,22.36,9.65,47.55,136.87,27.89,7.57,9.81,5.52,6.19,2.54,19.27,14.37,12.54,20.29,2.4,1.26,3.23,3.96,6.5,2.88,8.35,6.49,5.54,11.68,7.1,3.81,21.58,20.66,17.37,17.7,12.12,14.14,18.75,17.39,4.73,5.57,31.83
2019-11-02,11.51,16.03,61.83,18.69,9.96,13.21,2.29,24.29,21.57,10.58,7.38,129.66,17.94,7.52,9.02,5.39,8.04,5.44,10.06,12.92,9.27,16.1,3.49,2.09,5.53,3.99,3.51,2.88,7.28,8.09,4.61,14.71,8.01,9.05,19.64,13.73,12.05,17.73,12.58,13.82,14.92,15.78,3.46,4.83,22.5
2019-11-03,12.3,21.69,66.6,17.83,1.73,17.12,2.1,20.14,24.1,11.14,9.17,133.73,15.13,7.85,9.53,4.48,4.72,9.18,9.75,10.8,9.89,17.88,5.24,2.22,6.7,6.17,5.52,5.52,7.89,10.245,4.58,4.36,7.14,9.86,13.6,11.07,12.29,12.24,10.16,10.47,11.02,13.22,3.15,2.8,13.85
2019-11-04,17.89,18.52,64.74,13.18,7.09,20.78,2.57,28.06,16.08,11.9,6.54,136.74,18.77,7.29,10.04,4.44,3.56,9.53,12.97,11.84,10.55,16.69,19.88,1.4,12.53,22.04,7.52,5.52,7.77,12.4,6.87,4.46,4.47,3.12,15.17,15.62,13.38,17.29,12.34,14.04,11.52,14.43,3.19,4.68,19.86
2019-11-05,29.06,23.79,64.97,14.77,8.46,13.4,3.06,35.41,12.13,13.61,8.17,138.03,14.77,10.29,10.05,4.41,2.55,10.17,10.5,11.84,11.24,12.99,36.57,2.82,9.85,10.42,14.24,6.04,4.48,12.43,7.64,4.9,6.5,2.33,16.04,17.95,19.27,18.48,13.13,14.02,15.9,16.2,3.37,6.07,23.04
2019-11-06,20.75,24.78,66.24,6.93,4.21,13.79,2.63,32.02,13.67,11.65,21.12,120.4,17.05,11.85,9.78,4.21,1.74,9.44,10.68,11.55,10.86,14.55,23.3,1.78,7.47,6.47,10.45,5.32,5.45,12.69,4.4,4.95,7.6,2.74,12.84,14.04,9.22,17.77,11.79,10.85,13.38,14.97,2.73,4.83,12.57
2019-11-07,15.74,31.16,64.57,14.98,18.21,9.33,2.01,21.26,13.76,11.62,9.39,163.2,8.58,9.24,9.81,4.29,4.75,9.01,8.74,11.91,10.1,9.77,11.57,2.2,6.78,5.38,4.12,5.39,5.33,9.02,0.68,10.3,8.47,13.93,15.48,22.26,7.86,13.52,13.71,13.38,17.46,15.63,2.4,4.21,15.21
2019-11-08,21.32,21.67,66.01,20.03,19.21,14.6,3.38,23.12,26.18,10.3,19.09,174.83,0.21,8.43,9.79,4.15,10.51,8.21,10.71,11.33,9.87,10.13,12.98,1.91,10.93,8.69,6.91,5.42,5.4,6.34,4.02,6.16,16.17,20.25,17.72,15.84,8.62,17.26,16.01,16.85,16.66,15.17,3.03,4.48,25.88
2019-11-09,20.18,19.4,57.23,17.18,15.19,11.61,2.47,16.96,12.97,10.67,8.33,167.13,4.53,7.5,9.47,3.88,7.026666666666667,9.28,9.2,14.04,9.74,8.65,26.15,3.0,8.63,5.16,8.1,5.39,4.45,3.22,1.87,7.26,11.34,6.02,17.17,14.19,7.98,17.04,12.51,13.92,10.62,14.93,2.83,4.33,16.64
2019-11-10,11.75,11.09,55.44,22.49,14.35,10.44,4.57,14.82,11.68,12.1,1.39,168.45,11.01,8.08,9.885000000000002,3.78,3.5433333333333343,8.68,10.17,12.54,10.14,9.66,25.61,4.44,15.55,5.94,12.35,5.23,5.42,,1.66,6.53,8.28,2.45,26.46,20.09,11.57,19.57,14.49,16.96,18.23,18.63,3.82,6.43,20.05
2019-11-11,10.97,6.17,62.79,15.81,16.94,11.62,4.65,17.65,19.58,12.92,7.95,165.1275,8.95,7.76,10.3,5.03,0.06,9.43,11.04,13.27,10.18,8.68,9.44,2.97,11.86,4.16,6.8,5.71,9.6,,6.91,7.49,6.38,2.28,26.4,22.32,15.34,19.94,14.87,16.09,16.27,20.25,4.86,6.19,21.58
2019-11-12,11.84,2.78,62.22,13.92,17.81,17.84,2.9,22.07,12.94,12.59,7.26,161.805,1.71,6.66,9.57,7.5,2.95,8.44,12.55,13.17,9.32,7.51,13.54,2.79,14.03,5.51,7.98,5.74,4.0,,13.43,6.44,6.13,3.7,20.78,23.43,15.55,19.93,15.31,16.12,17.47,17.95,4.03,6.19,21.11
2019-11-13,13.6,5.74,72.33,12.08,16.43,19.07,3.73,27.06,10.25,12.87,7.59,158.48250000000002,3.01,9.0,10.15,7.26,5.38,10.05,16.3,15.55,9.42,18.62,7.95,3.15,11.84,4.5,7.75,5.39,7.37,,7.47,16.29,9.51,10.22,21.46,23.45,19.54,18.36,15.92,16.34,17.92,18.05,4.3,6.06,21.61
2019-11-14,10.82,7.36,65.75,16.64,31.48,25.55,3.79,31.47,18.92,11.54,14.06,155.16,11.93,8.1,10.35,7.3,2.0,9.64,20.51,13.53,9.09,10.07,5.3,3.0,12.11,4.97,5.44,2.48,6.5,,4.65,19.15,9.57,11.64,19.45,20.62,24.42,18.06,15.38,16.1,18.83,17.91,4.13,6.84,21.6
2019-11-15,15.36,5.88,57.33,7.02,15.59,33.51,3.0,27.87,17.84,11.94,13.21,145.89,34.95,8.71,10.25,7.18,1.63,9.71,29.92,12.1,12.53,12.06,6.64,3.79,12.02,3.88,7.15,2.65,10.7,,4.72,19.46,8.5,18.88,16.22,21.41,15.05,16.68,12.56,21.9,13.98,16.16,3.34,5.24,21.04
2019-11-16,15.4,8.04,62.93,4.29,12.93,27.71,2.9,16.5,10.52,11.87,13.74,156.97,38.3,7.79,9.94,6.9,2.81,9.91,13.01,13.65,12.08,17.81,9.44,3.03,11.73,3.28,6.82,2.65,6.79,,3.67,19.7,9.79,7.64,14.14,18.76,20.01,14.51,14.72,16.09,11.62,15.37,2.97,4.8,19.28
2019-11-17,22.37,8.71,50.06,4.65,9.82,13.79,2.06,7.22,17.2,11.38,12.62,135.46,31.52,7.99,9.46,6.68,6.18,7.1,7.93,12.75,10.98,11.01,19.25,5.155,22.01,2.78,9.36,2.48,9.29,,3.29,15.01,3.23,7.49,14.71,16.01,12.2,15.18,13.54,12.7,12.9,11.8,2.25,6.5,14.62
2019-11-18,15.71,7.21,41.97,5.14,7.555,12.46,2.9,11.19,10.72,11.08,9.09,143.33,21.46,6.63,10.46,6.89,7.43,7.93,11.37,10.4,10.97,10.13,19.93,7.28,25.28,2.45,14.47,3.11,4.21,,2.99,8.24,6.28,2.78,16.65,10.11,15.99,16.47,14.92,12.24,10.75,12.71,1.99,5.61,12.59
2019-11-19,16.91,8.92,37.05,5.8,5.29,19.74,3.39,20.31,11.31,12.6,7.48,158.25,26.14,7.8,9.89,6.94,2.0,8.84,11.86,12.69,12.54,9.49,18.34,7.3,13.71,2.55,9.6,2.37,3.2,,3.38,18.27,4.56,8.09,20.64,11.89,13.83,15.7,16.12,12.56,15.9,12.52,2.79,5.67,14.49
2019-11-20,14.86,8.16,37.69,14.58,24.65,28.67,3.39,18.12,13.76,13.27,10.89,172.68,40.95,7.16,9.91,6.7,8.51,9.3,13.04,10.86,12.22,17.29,15.45,3.23,9.42,3.14,6.33,3.55,7.13,,2.88,15.44,5.0,6.61,20.82,17.4,24.78,18.32,15.88,13.98,15.99,15.01,3.84,7.79,19.09
2019-11-21,12.61,7.72,15.09,16.36,33.37,34.95,4.93,78.7,8.73,13.83,14.71,157.33,41.95,3.9,10.36,6.82,3.74,9.27,18.42,10.88,12.65,9.51,3.6,2.44,9.08,3.01,5.52,2.63,12.66,,4.91,9.8,7.17,12.11,24.47,28.24,27.02,15.99,16.27,17.32,20.72,19.5,8.08,8.13,23.04
2019-11-22,7.74,8.3,14.52,12.45,23.24,19.3,4.75,52.75,3.93,12.79,16.99,176.88,36.62,4.94,9.83,6.77,3.18,9.61,13.92,13.92,10.7,11.03,4.52,1.7,7.12,3.9,13.77,2.29,12.79,,4.14,19.52,5.18,2.55,21.24,15.58,15.55,15.58,16.72,16.15,18.51,16.88,4.91,6.99,17.47
2019-11-23,12.64,7.53,16.08,9.66,13.49,9.98,3.1,13.42,17.15,11.5,20.3,132.97,20.42,6.1,9.54,6.83,1.86,8.61,8.75,10.45,11.13,11.95,14.08,4.87,10.38,4.88,17.08,2.97,15.16,,4.1,15.78,3.4,3.73,16.86,6.02,14.13,12.48,11.05,11.79,14.7,13.52,3.03,5.89,16.46
2019-11-24,13.3,9.9,17.66,9.41,8.43,7.08,4.07,11.34,13.74,12.27,21.83,137.97,21.78,6.34,9.845,7.04,2.0,9.27,10.45,12.21,11.85,15.24,9.82,3.17,9.1,2.72,14.96,2.04,9.68,,4.89,7.6,8.4,3.61,18.96,10.57,13.38,11.68,11.58,13.25,13.82,14.42,2.73,5.41,11.72
2019-11-25,14.34,8.15,14.41,11.4,12.24,14.6,4.47,13.41,14.83,15.63,24.56,127.11,21.4,5.28,10.15,6.69,1.55,8.56,10.74,12.81,10.33,18.4,7.31,3.42,10.24,6.44,14.36,2.28,3.79,,4.36,7.78,6.12,11.62,19.28,16.5,22.3,11.88,13.57,14.66,17.43,16.96,3.39,6.64,12.26
2019-11-26,17.76,7.95,12.56,17.59,41.64,20.79,5.05,23.37,16.86,11.71,21.2,139.64,12.02,5.05,9.89,6.8,1.96,9.23,16.2,11.0,11.26,14.33,5.57,3.08,8.96,1.89,13.94,2.24,14.05,4.76,3.54,7.45,10.1,31.7,23.59,20.6,18.96,10.48,17.6,17.92,22.4,19.99,8.14,8.39,29.03
2019-11-27,19.3,9.67,16.41,5.84,13.07,9.02,3.93,6.52,12.57,12.06,8.84,142.7,8.42,5.58,10.08,6.29,4.06,9.93,14.87,13.89,11.16,17.6,5.54,1.34,7.14,3.97,14.56,2.41,11.94,25.02,2.15,5.69,3.86,24.06,15.02,14.63,15.21,9.81,11.99,15.31,16.43,15.36,3.34,3.83,13.38
2019-11-28,15.1,8.46,19.22,3.2,14.83,2.33,2.6,7.88,15.29,11.7,3.6,166.39,3.73,5.04,9.7,5.26,9.54,8.17,12.42,12.0,10.49,14.83,7.51,2.67,6.96,9.73,13.45,1.99,6.99,9.1,3.63,4.73,4.04,13.67,10.55,13.22,12.45,8.88,10.08,13.38,14.34,12.58,1.93,2.14,8.11
2019-11-29,14.59,8.7,14.84,6.42,7.92,6.41,3.52,16.45,14.93,13.72,5.25,186.08,6.94,5.38,9.65,4.76,1.63,8.76,13.18,9.23,11.04,10.69,3.62,2.06,7.67,4.57,12.51,1.95,12.33,14.33,2.88,2.25,7.14,8.45,14.02,19.69,15.9,9.64,11.99,14.07,14.64,16.2,2.18,2.94,10.34
2019-11-30,18.46,8.3,13.81,5.63,10.24,10.28,2.37,24.94,7.78,10.07,6.36,147.78,8.78,6.25,9.77,4.55,3.14,7.86,8.22,11.87,10.32,9.36,5.85,2.45,7.23,4.99,12.33,2.12,9.97,4.34,3.96,1.28,6.19,11.03,14.23,15.51,13.12,7.73,12.21,10.55,12.38,11.83,2.09,2.56,14.34
2019-12-01,9.83,8.46,11.14,9.99,7.72,17.24,2.4,31.63,12.88,10.92,6.01,137.18,8.13,5.53,9.77,3.46,8.85,7.79,8.9,11.79,11.29,14.85,3.21,1.83,7.34,7.3,12.77,1.59,5.01,8.98,3.45,1.52,5.93,4.75,15.77,11.55,15.25,7.62,12.22,12.06,12.82,11.87,1.5,5.18,11.13
2019-12-02,10.3,9.17,13.62,4.86,9.73,18.17,2.77,33.64,3.38,11.35,8.65,112.45,7.61,7.24,10.42,3.3,2.31,8.27,9.17,10.27,12.54,27.81,3.04,1.46,6.26,6.9,10.56,2.31,4.51,16.14,4.66,2.44,6.46,4.28,15.13,12.58,16.18,8.58,12.41,12.58,13.8,13.25,1.76,5.62,9.97
2019-12-03,14.19,9.14,13.35,9.12,9.36,23.54,2.79,18.68,9.29,13.4,11.34,123.27,4.56,7.96,9.47,4.3,1.87,9.56,10.68,11.72,13.54,27.83,3.34,2.21,6.88,3.71,11.26,3.26,3.36,5.01,4.35,4.31,6.26,3.6,13.57,13.58,14.79,10.59,10.5,12.9,14.72,12.77,1.99,4.77,12.03
2019-12-04,14.99,8.34,13.77,5.57,12.36,39.4,3.34,16.53,8.09,12.41,13.83,93.11,6.87,7.8,9.9,4.33,1.98,8.54,13.24,12.8,11.48,28.23,3.55,2.01,7.42,5.33,12.19,2.11,2.94,6.44,12.51,2.84,9.92,7.99,14.94,19.26,20.95,9.13,10.57,15.04,15.62,15.29,2.25,4.9,16.3
2019-12-05,29.74,8.42,17.1,6.9,18.88,43.45,3.66,44.93,9.55,12.52,17.29,66.09,8.38,7.22,9.93,4.97,3.76,8.2,9.82,14.21,11.98,37.64,6.58,2.04,10.37,14.11,14.85,2.45,8.18,6.42,,1.57,11.41,28.72,13.2,21.03,15.14,9.31,10.82,15.85,16.3,16.41,2.46,4.73,15.72
2019-12-06,19.16,8.35,13.75,7.37,11.76,22.4,3.86,29.68,12.01,11.63,11.69,36.29,2.61,6.98,9.96,5.16,3.11,8.98,11.64,15.14,9.7,25.97,7.45,3.12,5.82,17.59,13.91,2.09,4.13,9.49,,1.2,11.46,24.5,15.69,22.19,17.55,9.37,10.02,16.06,14.9,15.48,2.81,6.13,14.05
2019-12-07,17.57,9.99,11.9,11.03,10.67,21.59,2.48,45.58,15.16,14.4,15.4,36.22,1.53,8.41,10.05,4.46,3.16,9.09,18.45,13.1,10.56,8.66,5.95,1.71,7.01,7.3,13.97,3.02,2.91,8.65,,2.31,11.29,47.99,13.38,19.68,21.81,8.56,10.54,16.68,15.26,16.5,3.22,4.61,14.66
2019-12-08,12.2,8.84,13.34,6.76,10.67,37.74,4.3,47.91,6.71,9.75,15.47,31.8,0.92,21.66,9.6,3.88,3.63,8.48,12.39,11.21,10.48,9.63,4.33,2.55,5.9,8.08,12.62,2.0,4.19,3.08,,2.51,9.44,45.64,15.1,21.64,24.25,8.45,7.34,13.93,15.59,14.66,2.32,4.58,13.06
2019-12-09,13.35,9.02,12.3,9.19,10.67,25.17,3.32,35.26,13.82,12.72,12.96,41.87,27.89,6.29,9.79,4.73,6.02,9.68,12.35,11.5,11.28,12.32,3.76,2.3,6.39,6.76,11.93,2.17,5.61,6.73,,2.27,7.44,22.56,15.66,17.8,25.16,8.87,7.86,12.62,13.3,14.53,2.21,3.27,7.88
2019-12-10,10.8,7.82,12.6,9.75,9.67,24.08,3.74,50.61,9.66,13.15,12.61,58.5,66.06,6.76,9.65,4.3,10.34,9.46,10.06,10.91,11.25,20.25,4.87,2.01,7.35,7.45,13.14,1.84,4.8,10.06,4.24,2.95,12.39,16.84,14.26,17.66,20.38,8.76,6.8,13.38,14.05,13.88,2.16,3.78,11.86
2019-12-11,12.58,8.27,12.47,12.75,9.65,23.28,5.75,60.75,19.54,12.53,12.89,54.58,71.45,8.04,10.5,4.16,2.18,9.49,13.79,9.8,10.49,19.32,4.79,1.9,6.31,4.66,13.34,2.43,3.57,9.81,5.42,2.65,8.03,20.83,15.16,29.31,15.81,9.05,9.78,16.3,15.24,13.73,2.59,5.44,13.23
2019-12-12,10.22,6.22,10.48,10.66,18.17,39.01,4.08,36.11,7.03,10.4,12.39,60.87,54.08,7.06,10.12,4.96,1.82,9.24,4.02,9.34,9.2,10.01,4.28,1.19,6.09,4.73,12.4,1.97,3.36,6.4,4.77,2.32,5.59,27.87,14.05,17.32,7.63,8.67,7.28,12.59,12.28,10.9,2.63,4.8,9.62
2019-12-13,12.83,8.72,13.99,8.44,8.51,4.22,3.1,15.75,12.17,10.76,9.86,25.09,25.3,7.51,9.57,5.39,2.47,9.56,4.81,10.98,8.04,21.62,5.22,2.83,6.98,5.03,12.57,1.62,4.23,25.06,5.1,2.08,3.43,19.13,11.73,11.74,8.25,8.24,8.5,10.55,7.91,7.48,1.12,2.57,4.58
2019-12-14,13.87,7.86,7.91,8.9,13.74,6.94,3.95,9.11,11.74,13.24,12.34,29.4,26.89,6.67,9.96,5.88,3.94,8.33,7.47,11.24,11.01,28.12,2.3,1.8,5.54,6.17,12.78,1.65,4.1,41.59,4.5,2.35,6.49,12.94,12.67,10.12,12.2,9.62,7.39,12.92,12.24,11.15,1.88,3.49,6.41
2019-12-15,17.05,7.37,6.41,5.05,8.71,16.13,4.24,7.43,5.14,10.99,13.44,20.56,27.74,5.85,10.166666666666668,9.38,3.52,8.9,6.67,10.67,9.69,21.75,2.65,1.42,4.87,5.23,12.5,2.01,7.16,8.27,5.31,2.6,4.15,20.53,11.11,7.67,7.48,10.49,5.91,11.42,7.11,11.54,1.31,3.41,7.72
2019-12-16,18.96,7.26,8.45,8.5,1.23,7.59,2.3,4.61,10.57,11.39,10.33,18.8,20.02,6.97,10.373333333333337,13.36,2.72,11.62,5.42,10.99,11.68,22.66,4.38,1.42,5.65,4.21,11.72,1.9,10.0,7.0,5.84,2.45,3.55,10.69,8.62,7.31,7.42,8.67,4.2,9.62,9.65,9.74,0.74,3.26,4.94
2019-12-17,12.22,8.24,9.23,6.82,1.22,3.75,3.94,5.18,12.42,10.86,8.96,26.19,21.42,6.42,10.58,12.69,3.3,7.76,5.64,10.1,10.64,23.44,5.13,2.31,5.81,6.13,13.77,2.44,8.38,4.26,4.7,1.87,3.64,6.54,9.54,7.5,11.14,8.12,9.18,10.36,9.27,10.99,0.87,3.01,6.8
2019-12-18,12.67,6.7,12.14,2.9,5.71,10.62,4.39,9.18,10.45,12.72,9.03,29.77,31.97,7.12,9.95,13.42,3.31,11.15,6.09,10.48,11.26,14.92,5.24,2.82,6.48,10.95,14.14,2.31,8.68,13.97,4.0,2.25,1.85,6.02,9.65,7.38,10.65,7.54,9.36,11.75,8.53,9.61,0.89,3.26,12.66
2019-12-19,17.03,7.84,11.67,10.47,11.38,24.43,4.15,17.8,12.57,11.72,11.03,39.43,64.78,6.64,10.13,7.73,5.82,10.05,5.98,11.72,11.84,10.41,6.92,1.48,4.3,8.23,13.7,2.15,7.79,16.63,3.97,2.89,3.02,17.14,12.41,15.11,11.99,6.91,6.48,12.31,8.81,12.54,1.04,2.96,7.11
2019-12-20,23.63,7.57,8.87,9.48,3.21,44.09,4.72,12.63,11.13,13.34,13.59,35.42,43.23,5.78,10.2,1.63,4.27,9.48,7.66,9.88,9.53,11.85,9.05,3.28,8.48,13.99,15.99,2.19,4.93,15.29,4.47,3.12,4.69,25.05,9.0,14.95,9.08,5.89,7.86,11.28,8.78,13.1,0.71,2.37,14.33
2019-12-21,16.5,8.36,8.6,4.75,2.31,31.01,3.85,9.53,8.62,12.82,11.12,73.34,22.78,6.65,10.05,3.35,1.41,10.2,6.56,10.41,9.77,16.24,7.49,3.21,8.36,11.64,12.33,2.64,3.81,35.95,5.39,4.13,6.42,72.27,8.25,10.52,10.96,8.11,6.47,9.75,9.02,13.43,0.76,3.2,11.67
2019-12-22,17.81,8.05,9.85,5.23,1.85,4.21,3.89,10.54,6.65,10.03,5.9,39.26,14.78,7.15,10.02,3.46,2.42,9.74,5.04,12.26,11.37,6.88,5.41,2.15,6.45,6.7,13.42,3.53,7.35,46.81,4.27,3.91,3.36,29.74,7.58,8.11,7.49,6.59,7.38,8.68,7.63,10.86,0.43,3.06,5.15
2019-12-23,11.56,8.9,14.46,6.57,1.82,1.95,3.21,6.64,5.33,13.09,6.56,52.32,14.82,6.6,9.9,2.94,3.05,9.65,7.18,11.92,11.07,9.68,4.8,1.34,6.09,5.73,13.0,3.27,3.03,12.96,4.68,3.7,3.15,22.47,9.35,9.31,10.37,6.1,6.42,9.96,9.74,12.76,0.68,3.12,8.2
2019-12-24,14.21,5.84,12.8,10.76,7.24,12.77,4.5,11.18,5.55,11.22,10.11,79.47,22.91,5.08,10.15,3.5,2.86,9.43,7.05,10.91,10.39,12.96,3.92,2.49,5.56,3.82,13.3,1.86,5.45,10.86,4.42,4.61,2.92,32.46,11.59,10.32,11.06,9.2,8.15,10.35,9.43,12.65,2.41,3.19,10.66
2019-12-25,17.69,7.8,11.14,4.43,1.5,18.83,3.48,7.14,10.14,9.22,9.22,69.13,11.71,4.42,9.99,2.93,3.13,9.57,6.27,11.45,12.08,13.23,2.85,1.44,5.04,4.74,12.3,2.02,4.59,17.14,4.63,6.54,5.22,63.76,8.34,6.1,7.1,7.72,7.85,8.77,6.21,12.21,0.9,2.91,5.76
2019-12-26,13.86,9.19,11.67,6.0,1.68,10.59,2.99,4.91,7.39,9.86,7.29,50.74,17.07,6.44,9.9,3.14,3.88,9.48,6.96,12.02,11.25,10.36,3.67,1.53,6.3,5.02,12.19,1.72,6.48,44.24,4.84,3.92,4.28,20.31,7.95,8.41,9.55,8.23,6.22,9.48,6.92,10.17,0.93,2.99,7.25
2019-12-27,14.1,9.01,8.42,8.86,2.99,18.01,3.93,5.77,2.4,10.31,9.18,53.83,16.78,6.54,9.8,3.49,6.52,9.29,11.3,12.77,10.96,15.34,,2.01,9.29,5.59,13.14,1.89,6.34,33.94,4.65,3.07,4.82,13.83,8.9,12.78,10.98,9.51,10.92,9.77,7.31,12.37,0.88,3.27,11.02
2019-12-28,9.56,6.3,11.36,12.07,8.94,29.89,4.58,14.44,3.44,12.52,17.92,73.27,19.97,9.46,9.9,3.5,5.78,8.58,11.47,11.71,9.93,12.24,,8.0,20.54,15.41,26.71,2.63,3.93,28.41,4.89,3.88,4.08,24.02,9.93,17.38,17.02,8.59,13.1,11.64,9.2,12.66,0.89,3.36,11.49
2019-12-29,19.09,6.25,12.84,12.05,13.96,31.83,4.42,14.31,2.92,10.19,13.14,49.84,22.79,8.37,10.07,3.0,9.83,9.3,10.01,11.65,8.87,13.53,,6.63,11.61,14.76,20.7,2.36,5.0,15.95,4.63,3.52,3.17,25.75,10.06,14.05,11.07,7.03,11.95,9.44,9.6,13.41,1.38,3.47,12.6
2019-12-30,20.55,9.71,11.75,8.8,5.69,52.99,4.43,17.47,8.44,9.38,21.0,68.73,15.63,5.89,10.38,3.12,4.56,8.64,7.65,9.69,10.91,17.82,,3.59,9.15,8.73,13.59,1.29,4.18,24.97,4.63,1.87,5.17,15.81,12.17,12.77,14.91,8.85,9.84,7.33,9.43,13.12,1.59,3.82,8.38
2019-12-31,17.14,8.44,6.99,11.45,9.84,38.52,4.11,7.11,5.31,12.17,12.5,95.2,9.83,6.79,10.06,3.72,10.87,9.03,8.42,11.04,7.27,11.82,2.21,2.9,5.26,4.02,12.82,1.48,4.76,30.52,4.52,9.38,10.24,45.25,15.24,12.11,14.41,8.67,16.66,9.8,12.17,14.61,3.37,4.49,17.3
2020-01-01,17.53,8.14,8.77,11.37,27.05,92.83,5.21,48.0,6.12,14.02,28.83,27.7,16.5,5.885,9.95,3.35,14.64,10.15,15.79,13.86,9.39,16.62,1.81,2.87,4.76,3.37,12.64,1.51,3.88,32.8,4.73,8.77,35.7,47.98,18.25,18.69,40.18,8.07,18.89,15.01,14.6,19.8,5.1,6.48,21.04
