Date,Ahmedabad,Delhi,Hyderabad,Patna,Visakhapatnam,Amritsar
2020-01-14,2.49,0.31,0.08,4.85,7.65,1.86
2020-01-15,2.49,0.34,0.09,3.76,3.41,1.94
2020-01-16,2.52,0.26,0.02,4.47,3.97,2.0
2020-01-17,2.3,0.3,0.01,1.69,0.96,2.0
2020-01-18,2.0,0.34,0.01,3.98,0.86,1.93
2020-01-19,2.0,0.09,0.02,4.12,1.34,2.0
2020-01-20,1.49,0.22,0.03,3.21,1.86,1.94
2020-01-21,1.04,0.85,0.05,2.42,0.68,1.95
2020-01-22,1.04,0.79,0.05,3.09,0.84,2.0
2020-01-23,1.04,0.07,0.1,2.32,2.7,1.83
2020-01-24,0.16,0.06,0.12,1.53,3.1,2.0
2020-01-25,1.04,0.37,0.12,2.14,4.01,2.0
2020-01-26,1.04,0.83,0.16,1.99,1.52,1.83
2020-01-27,1.04,1.36,0.08,2.35,1.0,2.0
2020-01-28,1.04,0.09,0.08,2.76,2.56,2.0
2020-01-29,1.07,0.19,0.28,2.18,2.32,2.0
2020-01-30,1.08,0.14,0.08,2.55,2.26,1.96
2020-01-31,1.05,0.33,0.0,1.82,1.26,1.93
2020-02-01,1.04,0.56,0.01,2.17,1.6,1.856666666666667
2020-02-02,1.04,0.44,0.0,1.37,0.74,1.7833333333333334
2020-02-03,0.81,0.51,0.05,1.52,0.49,1.71
2020-02-04,0.52,1.45,0.02,2.2,2.94,2.0
2020-02-05,0.52,0.4,0.03,2.21,4.87,2.05
2020-02-06,0.52,0.82,0.01,2.05,0.99,1.94
2020-02-07,0.52,0.44,1.45,2.98,3.76,2.0
2020-02-08,0.52,1.12,0.01,3.12,0.66,1.95
2020-02-09,0.52,0.46,0.0,2.14,2.15,2.0
2020-02-10,0.52,1.72,0.0,3.86,0.91,1.98
2020-02-11,0.52,4.01,0.01,4.07,0.83,2.0
2020-02-12,0.52,1.32,0.12,2.37,1.16,2.0
2020-02-13,0.52,0.5,0.37,2.93,6.35,2.05
2020-02-14,0.52,0.06,1.27,3.35,2.3,2.0
2020-02-15,0.56,0.39,1.27,2.69,2.74,2.0
2020-02-16,0.61,0.82,0.74,3.35,2.22,1.98
2020-02-17,0.59,1.2,0.35,3.83,3.04,1.96
2020-02-18,0.56,1.46,1.63,1.83,3.08,2.0
2020-02-19,0.56,2.16,1.07,2.52,1.82,2.0
2020-02-20,0.56,0.43,0.1,3.94,0.98,1.98
2020-02-21,0.56,0.32,0.08,2.0,0.85,2.0
2020-02-22,0.56,1.42,0.09,1.93,1.15,1.88
2020-02-23,0.56,1.56,0.07,0.12,3.97,2.0
2020-02-24,0.56,0.16,0.12,0.92,4.93,1.9
2020-02-25,0.56,0.59,0.1,2.48,2.52,2.0
2020-02-26,0.56,1.53,0.07,2.1,3.34,1.9
2020-02-27,0.86,1.24,0.0,2.89,1.21,2.0
2020-02-28,1.13,1.11,0.46,4.42,3.86,1.96
2020-02-29,1.13,2.68,0.82,4.44,4.36,2.0
2020-03-01,1.13,7.59,0.61,4.46,3.18,1.98
2020-03-02,1.13,4.39,0.75,2.32,2.75,1.98
2020-03-03,1.13,1.51,0.61,2.41,3.19,1.98
2020-03-04,1.13,0.66,0.77,0.78,2.28,1.94
2020-03-05,1.13,0.27,7.99,0.73,1.18,2.0
2020-03-06,1.13,0.6,0.84,0.89,0.85,1.98
2020-03-07,1.13,0.37,1.53,0.44,1.29,1.98
2020-03-08,1.13,0.63,0.75,0.4,1.98,2.0
2020-03-09,1.13,0.33,1.03,0.27,1.83,2.0
2020-03-10,1.13,0.42,0.61,0.28,1.23,2.0
2020-03-11,1.13,0.36,1.54,0.33,2.01,1.96
2020-03-12,1.13,0.7,1.09,0.94,1.64,1.89
2020-03-13,1.13,3.61,0.63,1.54,0.75,2.0
2020-03-14,1.13,0.47,1.88,1.19,1.14,1.98
2020-03-15,1.13,1.37,1.07,0.6,3.13,2.0
2020-03-16,1.13,1.28,0.84,0.43,2.67,1.98
2020-03-17,1.13,2.99,0.91,0.7,2.66,2.0
2020-03-18,1.13,2.21,0.73,0.41,3.39,1.83
2020-03-19,1.13,1.49,2.29,1.06,6.1,2.0
2020-03-20,0.0,0.43,1.5,2.58,5.73,2.0
2020-03-21,2.5066666666666664,0.68,2.8,3.38,2.82,1.98
2020-03-22,5.013333333333333,0.5,4.11,0.79,1.62,2.0
2020-03-23,7.52,0.74,0.42,0.36,1.21,2.0
2020-03-24,3.33,0.64,0.21,0.35,3.25,1.98
2020-03-25,2.85,0.71,0.4,0.28,1.22,2.0
2020-03-26,2.8,0.7,0.18,0.28,0.69,2.0
2020-03-27,1.08,2.33,0.11,0.31,1.34,1.94
2020-03-28,3.56,0.71,0.12,0.3,1.53,2.01
2020-03-29,1.95,1.31,0.1,0.29,1.55,1.98
2020-03-30,4.88,1.32,0.1,0.63,1.84,1.98
2020-03-31,2.5,1.45,0.29,2.98,1.17,2.0
2020-04-01,1.88,3.01,0.28,3.17,1.81,1.98
2020-04-02,2.09,0.97,0.35,2.99,1.02,2.01
2020-04-03,5.44,0.77,0.42,1.51,1.03,1.98
2020-04-04,4.85,0.89,0.52,1.03,0.84,2.0
2020-04-05,5.63,0.26,0.18,1.42,1.0,1.94
2020-04-06,3.94,0.24,0.2,0.29,1.07,1.7833333333333332
2020-04-07,1.47,0.13,0.13,0.38,0.97,1.6266666666666665
2020-04-08,1.08,0.05,0.13,0.35,1.16,1.4699999999999998
2020-04-09,2.04,0.07,0.31,0.38,1.25,1.313333333333333
2020-04-10,3.51,0.14,0.2,0.37,1.08,1.1566666666666665
2020-04-11,6.71,0.04,0.35,0.43,0.89,1.0
2020-04-12,3.97,0.0,0.47,0.47,1.04,2.0
2020-04-13,2.56,0.0,0.14,0.41,1.2,2.0
2020-04-14,3.61,0.01,0.38,0.36,0.98,1.79
2020-04-15,1.67,0.02,0.22,0.28,1.27,1.83
2020-04-16,3.22,0.01,0.11,0.29,2.64,2.0
2020-04-17,1.83,0.0,0.23,0.56,1.37,1.98
2020-04-18,2.45,0.0,0.31,0.27,2.0,2.0
2020-04-19,0.95,0.0,0.23,0.2,1.15,2.0
2020-04-20,1.02,0.0,0.18,0.26,0.89,2.0
2020-04-21,1.5,0.0,0.14,0.23,1.05,2.0
2020-04-22,2.16,0.01,0.22,0.29,0.71,2.0
2020-04-23,1.23,0.01,0.41,0.36,0.7,2.0
2020-04-24,0.67,0.06,0.16,0.37,0.9766666666666666,2.0
2020-04-25,0.56,0.0,0.28,0.25,1.2533333333333332,1.98
2020-04-26,0.75,0.0,0.28,0.19,1.53,5.05
2020-04-27,1.34,0.0,0.16,0.16,1.22,8.48
2020-04-28,2.51,0.0,0.05,0.14,0.84,8.81
2020-04-29,2.46,0.01,0.04,0.73,1.25,8.72
2020-04-30,1.64,0.0,0.05,2.62,1.76,8.81
2020-05-01,0.92,0.0,0.08,0.84,0.7,8.72
2020-05-02,0.65,0.01,0.02,0.09,2.37,8.72
2020-05-03,0.89,0.02,0.39,0.1,2.15,8.72
2020-05-04,0.9,0.0,0.25,0.09,1.23,8.67
2020-05-05,1.91,0.03,0.29,0.76,0.75,8.72
2020-05-06,1.57,0.06,0.07,2.79,2.31,8.72
2020-05-07,1.72,0.04,0.21,2.79,1.17,8.23
2020-05-08,0.86,0.1,0.59,2.76,1.54,8.81
2020-05-09,1.14,1.08,0.13,2.93,0.93,8.72
2020-05-10,0.84,0.15,0.77,2.49,3.0,8.82
2020-05-11,0.76,0.27,1.02,2.24,0.74,8.72
2020-05-12,0.97,0.27,0.22,2.59,0.4,8.82
2020-05-13,0.88,0.39,0.31,3.05,0.77,8.63
2020-05-14,0.81,0.22,0.29,2.19,0.63,8.81
2020-05-15,1.62,0.22,0.82,2.67,1.0,8.72
2020-05-16,1.25,0.15,1.25,2.52,0.41,8.81
2020-05-17,1.29,2.12,0.84,4.04,0.29,8.81
2020-05-18,3.15,2.77,1.58,2.17,0.88,6.88
2020-05-19,2.43,1.74,3.74,1.27,1.31,8.81
2020-05-20,1.96,0.16,3.44,1.62,3.09,8.72
2020-05-21,1.86,2.43,3.68,1.68,1.06,8.82
2020-05-22,2.64,11.36,4.6,1.3,0.72,8.72
2020-05-23,1.69,0.39,3.02,1.1,0.7,8.82
2020-05-24,1.34,0.07,1.95,1.77,0.68,8.26
2020-05-25,0.98,0.11,0.38,1.79,0.66,8.82
2020-05-26,0.99,0.27,0.66,1.19,0.86,8.63
2020-05-27,1.08,0.05,0.85,1.42,0.86,8.81
2020-05-28,1.41,0.01,3.04,1.36,0.91,8.72
2020-05-29,1.37,0.03,1.45,1.74,1.07,8.72
2020-05-30,1.27,0.01,1.02,1.54,1.9,8.82
2020-05-31,1.13,0.26,0.74,2.29,0.92,8.72
2020-06-01,3.08,0.38,1.08,2.4,0.84,8.33
2020-06-02,5.19,0.68,1.83,2.03,0.73,8.81
2020-06-03,3.65,0.85,0.54,1.09,1.23,8.72
2020-06-04,3.39,2.28,0.26,1.52,1.61,8.27
2020-06-05,2.98,2.01,0.23,1.1,1.62,8.82
2020-06-06,3.18,0.38,0.57,0.43,1.4,8.72
2020-06-07,3.63,0.8,0.17,0.73,1.17,8.81
2020-06-08,3.84,0.47,0.51,0.66,1.78,8.63
2020-06-09,3.27,1.0,2.76,0.56,2.52,8.82
2020-06-10,6.7,1.52,2.59,0.66,2.08,8.72
2020-06-11,7.98,0.97,2.73,0.59,3.38,8.82
2020-06-12,13.19,0.67,0.39,0.59,2.85,8.53
2020-06-13,8.68,0.53,0.16,0.55,1.26,8.82
2020-06-14,6.74,1.71,0.11,0.52,0.97,8.72
2020-06-15,6.77,0.73,0.18,0.61,1.51,8.81
2020-06-16,3.36,0.51,0.21,0.67,1.69,8.08
2020-06-17,3.04,0.19,0.22,0.75,1.39,8.82
2020-06-18,2.98,0.22,0.32,0.79,1.69,8.72
2020-06-19,3.62,0.27,0.49,0.46,1.45,8.82
2020-06-20,3.59,0.2,0.85,0.55,1.87,8.72
2020-06-21,2.87,0.63,0.43,0.81,1.57,8.82
2020-06-22,2.67,0.37,0.91,1.28,2.32,8.72
2020-06-23,2.46,0.33,0.47,0.91,1.33,8.82
2020-06-24,1.19,0.27,0.54,0.7,1.6,7.97
2020-06-25,1.22,0.49,0.66,1.18,0.92,8.82
2020-06-26,1.72,0.7,0.59,0.86,1.45,8.54
2020-06-27,1.62,0.43,0.95,0.97,0.73,8.82
2020-06-28,1.34,1.74,1.11,1.24,0.38,7.85
2020-06-29,0.79,1.13,2.71,1.74,0.0,8.81
2020-06-30,1.35,0.49,2.51,2.02,0.0,8.72
2020-07-01,1.87,0.65,2.62,2.14,,8.82
